Annotation_Id,row_id,post_type,text,V1,V2,V3,V4,V5,V6,V7,V8,total_score,reason,date,annotation_session,
426,426,tweet,"8/10/2020

•Trump pulled from Briefing Room because of shooting outside of White House 

•Big 10 Football expected to cancel season

•More outdoor gatherings raise concerns as coronavirus surges past 5 million cases

•Biden narrows down VP pick; and more.",1,1,1,1,1,1,1,1,8,List of events that happened on 8/10/2020,20/02/2026,1,
427,427,tweet,WHY MUSK AND TRUMP HAVE KAMALA AND THE LEFT IN A PANIC https://t.co/d59L84YxDQ,1,1,1,1,1,1,1,1,8,Right wing article headline: no animosity detected in headline,20/02/2026,1,
428,428,reply,"@atensnut Trump could NEVA! 🤣🤣🤣 Biden is a lawyer, Trump is a dumb entertainer being used by white Christian Nationalist. He's a thin skin old man who can't even handle women reporters without attacking them. 🤣🤣🤣 #HannibalLector #Project2025 
#VoteBlueAsifYourLivesDependonit",3,1,1,1,2,1,1,1,11,Emotional insulting language aimed at rep candidate trump,20/02/2026,1,
429,429,reply,"@CaptainMorganTN @shaunmm2k @KeneAkers Incorrect, only half the address was there. There was another man same name, who was registered democrat. So unlikely as your guy was a republican.  Nice try though. We all know it was all fake anyway. Your guy was trying to rouse up his base. The rest of the world doesn’t care",2,1,1,1,1,1,1,1,9,Claim debunking comment with name calling undertones,20/02/2026,1,
430,430,reply,@11202011t Lost on the White House grounds again.,1,1,1,1,1,1,1,1,8,context unclear,20/02/2026,1,
431,431,quote,"Isn't he still the president though? 🤔  wtf is this gaslighting, why is Canadian media simping so hard for this.",1,1,1,1,1,1,1,1,8,"Animosity not detected, more frustration towards media",20/02/2026,1,
432,432,reply,"@TheLastRefuge2 They are also trying to engineer a window for actions in December, including Biden pardons/commutations, a Trump trial, and so. It’s about the Overton Window for nullification all over again.",2,1,1,1,1,2,1,1,10,questioning oppositions intentions,20/02/2026,1,
433,433,reply,@JasonMillerinDC When is his sentencing?,1,1,1,1,1,1,1,1,8,question: no AAPA,20/02/2026,1,
434,434,reply,"@EdKrassen When was the last time Kamala did a live press, conference or interview without notes, speaking off the cuff????
#Trump2024  🇺🇸🇺🇸🇺🇸",2,,,,,,,,2,,20/02/2026,1,
435,435,tweet,"#Conservative #Liberal

Check out VeronicaBoscarino23🦁❤️'s video! #TikTok https://t.co/7B4c0QlkXI",1,1,1,1,1,1,1,1,8,Clickbait to irreleveant tiktok ,20/02/2026,1,
436,436,reply,@TAINA2121 @realDonaldTrump Biden said she is the boarder czar,,,,,,,,,0,,20/02/2026,1,
437,437,quote,I never vote for any candidate who wants to spend more money than we bring in “a balanced budget” but they are nearly impossible to find,,,,,,,,,0,,20/02/2026,1,
438,438,reply,"@ChiTownSam723 Omg 😭why you mirroring my life?
trying desperately to get old guy back on kibble bc of constant needing to go out in middle of 🌃 
😭2 days he hasn't eaten, 2 days ago I shared raw long bns (green beans) with him while we were outside & now 😂 he stalks me when picking 💚 beans https://t.co/3OS8x1PlFU",1,1,1,1,1,1,1,1,8,irrelevent to this context,20/02/2026,1,
439,439,reply,@Discernability I want one... I don't have access to grok yet,1,1,1,1,1,1,1,1,8,irrelevent to this context,20/02/2026,1,
440,440,tweet,"Connecticut is too far gone. Whether @MattCoreyCT or @gerryforsenate wins today's ultra low turnout primary, Chris Murphy will win in November because Nutmeg State voters epically suck. #CTPolitics",3,1,1,1,2,2,1,1,12,,20/02/2026,1,
441,441,reply,@iProudChristian ALL THE TIME,1,1,1,1,1,1,1,1,8,context unclear,20/02/2026,1,
442,442,tweet,"Biden has one bad debate after 2 back to back trips
to other countries on very serious business. He gets
persecuted.  Trump lies every time he speaks, he gets
positive coverage.  DO WE STILL HAVE A FREE
PRESS OR NOT............",2,1,1,1,1,3,1,1,11,questioning press coverage of poltical candidate debates,20/02/2026,1,
443,443,reply,"@KyoutarosDad ohhh
ok I see now

isn't that just male pattern baldness",1,1,1,1,1,1,1,1,8,"Probably a response to a dig at candidates hairline, irrelevent",20/02/2026,1,
444,444,quote,"@krassenstein  you can’t be that stupid.   You know that the demo rat staged Trump trials was all to keep him from running for president.  He is innocent.   I was found guilty on crimes committed by brain dead Biden, crackhead hunter biden, Piglosi, Obummer and Killary Clinton.",3,1,1,1,2,1,1,2,12,making a comment about somesort of poltical fact I emotional manner with foul language ,20/02/2026,1,
445,445,reply,"@kenoshaborn1946 @DougJBalloon NY Times parody account of the NYT, which has a habit of turning bad things Trump/GOP has done into reasons why it’s bad for Biden/Harris (iow to blame them).",,,,,,,,,0,,20/02/2026,1,
446,446,reply,@mjfree Harrison Butker explained the MAGA position on this https://t.co/nCA1fgzRb0,1,1,1,1,1,1,1,1,8,Headline link,20/02/2026,1,
447,447,quote,👀The UK has gone full KGB. 🕵️‍♂️,1,1,1,1,1,1,1,1,8,"Irrelevent to this context, UK related ",20/02/2026,1,
448,448,reply,@bruce_steiner No. Trump didn't rape anyone. Now Biden showered with his daughter. Ask Tara Reide how he sexually assaulted her. Back then..she didn't wait to lie for 35 years until he ran for President.,3,1,1,1,1,3,1,3,14,"on poltical candidate scandals to paint them in negative light, to sources ",20/02/2026,1,
449,449,reply,"@Wakinyanmani @Tim_Walz Trump had HUGE advantage of inheriting a booming economy from Obama. Biden inherited a trashed economy from Trump due to his  mismanaging, downplaying, politicizing Covid for his political gain. Anti mask/vaxx  R's disproportionately killed off their own voters!! @Wakinyanmani",3,1,1,1,1,1,1,3,12,No sources to back claims,20/02/2026,1,
450,450,reply,@thevivafrei @catturd2 Here’s the problem.  The maga cultists just like the deranged far left democrats do exist.  They are both amplified so everyone gets stuck fighting the most opposing views possible.,1,1,1,1,1,3,1,1,10,"Criticism towards both parties, general social distrust",20/02/2026,1,
451,451,reply,"@elonmusk @alexandre Wow.  That is such a shame Elon.  You try to provide world citizens with freedom of speech, and this is how some governments treat you??? 

An utter disgrace is right.",2,1,1,1,1,1,1,1,9,Support towards Elon for how govt. Attitudes towards him (Elon musk is rep. advocate),20/02/2026,1,
452,452,tweet,So many Patriots have been persecuted. My dear friend Jamie Renda is one of them. I made this to support her DELICIOUS sauces and seasoning! Support Patriot owned businesses! https://t.co/udGqZ8Urtc,2,1,1,1,1,1,1,1,9,"Partisan animosity towards about treatment of opposition towars patriots?, but mainly just supporting friends business",20/02/2026,1,
453,453,reply,@FQACC Engineering school puts locker room on wrong side of stadium =best entrance ever https://t.co/IYRLR1WfYp,1,1,1,1,1,1,1,1,8,irrelevent to this context,20/02/2026,1,
454,454,reply,@historigins Winger https://t.co/9MT3VvULrB,1,1,1,1,1,1,1,1,8,irrelevent to this context,20/02/2026,1,
455,455,tweet,"JUST IN: Governor Ron DeSantis is holding a press conference with Inter Miami CF later today at Chase Stadium in Ft. Lauderdale.

David Beckham, Jorge Mas, and Jose Mas will be there.",1,1,1,1,1,1,1,1,8,news headline,20/02/2026,1,
456,456,tweet,"Dear MAGA’s,

This election is in the bag for Harris.  #DiaperDon will cry and whine about how it was “stolen”, but let's call a spade for what it is.

He will tell you to be violent and commit crimes to “fight for (him)”.

Is this scumbag worth the legal expenses and jail?",3,1,1,1,2,1,1,1,11,Dem user snarky message towards maga voters,20/02/2026,1,
457,457,tweet,"Ashley Biden is introducing her Dad tonight. 

Watch for the MAGA meltdown of hatred.  

#DNCConvention2024",2,1,1,1,1,1,1,1,9,Partisan animosity - “MAGA meltdown of hatred”,20/02/2026,1,
458,458,reply,@himbopresident The biggest difference between the Democrats and the Republicans is that despite Biden being Israel’s #1 fan the grassroots pressure has pushed them to being a more pro-Palestine party while like 15 millionaires and media personalities have made the GOP pro-Russia.,1,1,1,1,1,2,1,2,10,Unsure what poltical leaning this comment has but making a statement without sources about both parties,20/02/2026,1,
459,459,reply,@frozenaesthetic Why are they like this 🥴 https://t.co/S3PdPtobnu,1,1,1,1,1,1,1,1,8,no context,20/02/2026,1,
460,460,reply,"@ShabanaMahmood @guardian So why won't the courts see the case of the Southport Murderer until next year, if it can act so swiftly?

Why is there a huge backlog of rapist cases if it can act so swiftly?

Why are you broadcasting them, which is not how our courts operate?

All stinks of politicalisation.",3,1,1,1,1,3,1,1,12,Question press coverage and politicalisation on trial ‘rapist’ trial procedure,20/02/2026,1,
461,461,reply,@ForgiatoBlow47 Thanks for posting my song bro !!!!,1,1,1,1,1,1,1,1,8,irrelevent to this context,20/02/2026,1,
462,462,reply,"@realJoelFischer I'm guessing that in 2001, she wasn't residing anywhere near New York. She is also isn't an opportunist who will use anything and everything to their advantage for personal gain.",2,1,1,1,1,2,1,1,10,"The tweet contains a negative characterisation (“opportunist… for personal gain”), which functions as disparaging language.",20/02/2026,1,
463,463,quote,"This man thinks he can control Elon Musk. He can’t. Some people are just too big for their britches. Thierry Breton is a THUG. 

If you don’t want to hear about what’s happening in America, don’t listen. America is a Free Country. Elon is a Free American Citizen. The EU",3,2,2,1,1,1,2,2,14,The tweet contains a negative characterisation (“THUG”). Not very related to American bipartisan relations. Refers to contreversial political comment. Exclusioanry language towards EU.,20/02/2026,1,
464,464,quote,"Hey, Shanghai Slotkin — why don’t you tell Michiganders about your secret deal involving the CCP? Or why you support the EV Mandates that would kill the Michigan economy?",1,1,1,1,1,3,1,2,11,,20/02/2026,1,
465,465,quote,Either Biden is actively campaigning for Trump now or the @TheBabylonBee just hacked his account 😂.,2,1,1,1,1,2,1,1,10,Exxagerated language about Bidens social media campaign,20/02/2026,1,
466,466,reply,@JDVance Reminder that he set up a statewide covid snitch line for informing on neighbors and family,3,1,1,1,2,2,2,2,14,"Hateful language to vance initiative , using this poltical initiave as a point of conflict ",20/02/2026,1,
467,467,tweet,"🚨 #NEWS: The Case of an Illegal Alien Gang Member Who Assaulted a Border Patrol Agent  

Diego Ibarra was released into the United States in 2023 despite his apparent gang membership and assault of a Border Patrol agent.

After assaulting a Border Patrol agent, Diego's file https://t.co/WXcqy1EeTX",2,2,2,1,2,3,3,3,18,"Immigration enforcement is a highly politicised issue, and the tweet presents selective, emotively framed details (“Illegal Alien Gang Member,”) that reinforce a particular political narrative.",20/02/2026,1,
468,468,quote,"Why are you following me, TDS patients not allowed here.",3,2,2,1,3,1,3,1,16,"“TDS” refers to Trump Derrangement Syndrome. Tweets indicate lack of amicability between opposition, using name calling language and expresses dislike for those that follow him. ",20/02/2026,1,
469,469,reply,"@tltown2019 @la_smartine You could have kept yours to yourself? But didn’t, so therefore you want conversation from multiple points of view. Accept criticism",2,1,1,1,1,1,1,1,9,Person is using a harsh tone but not particular name calling hateful language. ,20/02/2026,1,
470,470,quote,Most America Jews vote Democrat and hate Bibi whose base is actually the GOP and white Christian evangelicals.,2,1,1,1,2,1,2,2,12,Emphais on religious division ruses generalising terms. Broad statements about voting patterns. ,20/02/2026,1,
471,471,tweet,"""Nationalism is GOOD."" https://t.co/RaXDnMmOLb",1,1,1,1,2,1,1,1,9,"Nothing directly aimed at opposing partisan, Emphasis on GOOD could indicated some oppostion to otehr partisans who have less natioanlistic views. ",20/02/2026,1,
472,472,reply,@DefiantLs Her god is Moloch. She's sacrificing her unborn babies to him.,3,2,2,1,3,3,3,2,19,"Rhetoric relates to a highly politicised issue on abortion and uses extreme emotional framing. The dehumanizing and demonizing language increases hatred and distance, contributing strongly to social division.",20/02/2026,1,
473,473,reply,@HeatherThomasAF Our job on November 5th is to stop Project 2025. https://t.co/t1i10BgTYI,1,1,1,1,3,1,1,2,11,"Refers to a controversial political initiative (“Project 2025”) and frames it negatively (“stop”), reflecting a politicized stance, though without exaggeration",20/02/2026,1,
474,474,quote,"The same thing happened in Christian Bethlehem which is located just over the hill from Jewish Tekoa where I live.  Bethlehem, the birthplace of King David and the home of his great grandmother Ruth, is now 90% Moslem.",1,1,1,1,1,2,2,2,11,"implicitly signal distrust or concern about a religious group, though it is stated descriptively, statement references a politically sensitive demographic issue in a way that may imply a particular narrative or concern. However without explicit hostility or exaggeration. Also, he emphasis on religious change and contrast between communities may increase perceived social distance.",20/02/2026,1,
475,475,reply,"@yashar @donie 1. She is not Biden
2. She’s been signaling she will pivot from Biden’s policies when no longer in his admin 
3. There’s ongoing negotiations she can’t interfere with
3. Trump wants to deport “Hamas protestors”
4. Trump will let Israel annex Gaza/WB and Kushner develop the coast",1,1,1,1,3,1,1,3,12,"The tweet presents politicized claims about Trump’s intentions (deportations, annexation) on controversial geopolitical issues. Even without strong emotional language, it reflects a partisan framing of contested political matters.",20/02/2026,1,
476,476,tweet,Tim Walz was a No on TARP and on trade promotion authority for TPP 🚩 🚩 🚩,2,1,1,1,3,3,2,1,14,Red flag indicated opposition to opposite candiate,20/02/2026,1,
477,477,tweet,REPORT: The State Of Texas Continues To Build Donald Trump's Border Wall In Val Verde County At The Expense Of Texas Taxpayers & In Opposition To The Biden/Harris Regime Who Keep Trying To Stop Operation Lone Star. https://t.co/SVsnSB42Nc,1,1,1,1,3,2,1,2,12,"Headline reporting on Texas wall building, indicates some biased language",20/02/2026,1,
478,478,tweet,Congratulations to Jenna Ellis for being cast as the Joker in the new Batman movie! https://t.co/AA9kR3Rq6Y,3,2,2,1,2,1,1,1,13,Name calling ,20/02/2026,1,
479,479,reply,@Rainmaker1973 Twerking 2028. https://t.co/l8DOZHsojW,1,1,1,1,1,1,1,1,8,Harmless coment ,20/02/2026,1,
480,480,tweet,"Biden raided homes of @HandsOffUhuru, they face 15 yrs in prison.

Biden raided the home of @RealScottRitter 

Biden gave J6ers insane sentences.

Biden is backing Israeli genocide in Gaza.

Biden has spent billions to prolong Ukraine war.

Trump is fascist? STFU.",3,1,1,1,3,1,3,2,15,Commenting on discontempt with bidens policies. “STFU” indicates opposition to bipartisanship. Also no sources states. ,20/02/2026,1,
481,481,quote,"@JSweetLI Hey hack - Why are you blocking people for calling you out over dishonestly editing this clip? 

https://t.co/MhKvp0Q2fp",3,2,1,1,2,2,2,1,14,STFU,20/02/2026,1,
482,482,quote,"Happy Birthday, @USCG!",1,1,1,1,1,1,1,1,8,Neutral comment,20/02/2026,1,
483,483,tweet,"Now he (Biden) might not even have an IQ at all.

- Trump 

LOL",3,2,2,1,2,2,2,1,15,Quoting trumps comment about biden having no IQ. Mocking language. ,20/02/2026,1,
484,484,tweet,"School vouchers, signed into law last year by Florida Governor Ron DeSantis, is attributed to the surge in Catholic school enrollment in Miami. 
https://t.co/hlWtyf17Ot",1,1,1,1,1,1,1,1,8,No AAPA language. Source linked. Positive parttisan feelings to gov Ron de Santis. ,20/02/2026,1,
485,485,tweet,"I think this👇🏻sums it up pretty well. America has been subjected to Donald Trump’s bullying, lying, name calling & threats to our democracy & freedoms for over 8 years. Enough is enough!

Vote for @KamalaHarris & @Tim_Walz. 

#KamalaBringsUsJoy #WeAreNotGoingBack @KamalaHQ https://t.co/7R0iuLKHPi",3,1,1,1,3,3,2,1,15,Partisan animosity and distrust towards Rep opposition.,20/02/2026,1,
486,486,tweet,"WALZ: Violent rioters who burn down buildings and ransack businesses are just ""rightfully angry at a system that does not serve them"" https://t.co/YjcHaLyToJ",1,2,2,1,2,1,1,2,12,claimin burning buildings is because people are rightfull agree. Quiote context unclear. Criticing the system,20/02/2026,1,
487,487,reply,@MikeNellis @Authentic_HQ Turn over your documents,2,1,1,1,1,2,1,1,10,Asking someone to turn over their documents. Speculative statement. ,20/02/2026,1,
488,488,reply,"@C__Herridge Our government has gone rogue. They are violating the Federal law knowingly to allow illegal aliens to cross the border undetected. 

At the same time the Federal Government by Executive Order has been charged with registering voters, including illegal aliens, in order to sway",3,1,2,1,3,3,3,3,19,"Term ‘illegal aliens’ used, derrogatory. Language siggest user is distrustful of dem party.",20/02/2026,1,
489,489,tweet,"trump just said the real threat is ""nuclear warming,"" right before accusing President Biden of saying stupid things. 🙄

WTF is nuclear warming?",3,1,1,1,3,1,1,2,13,,20/02/2026,1,
490,490,tweet,"292 page report from House GOP state biden & his family received $27 MILLION from foreign individuals & entities, and this is an ‘impeachable offense.’ 

What took so long? And what is going to be done about it? https://t.co/6pPr63DU4m",3,1,1,1,3,2,2,2,15,,20/02/2026,1,
491,491,reply,"@DaveAtherton20 @X @WayneGb88 An ominous, telling and in many ways frighting  sentence https://t.co/VgUeO9VI3q",1,1,1,1,2,3,3,3,15,Tweet links to a photo indicating double standard between jail sentencing for jewish aimed racial slur compared to muslim aimed. No factual claim. ,20/02/2026,1,
492,492,tweet,Destiny BLAST Conservative asking for a source @TheOmniLiberal https://t.co/XazXFIAnU3,2,1,1,1,1,1,1,1,9,Uses “Conservative” in a mocking context,20/02/2026,1,
493,493,reply,@DefiyantlyFree Remind you of Biden run? - they plan to cheat - so better not give Trump anything to hang her with. She has the oratory skills of a 5 year old.,3,2,2,1,2,2,2,1,15,"Violent language used towards dem candidate, clear prejudice and dislike to other partisan group ",20/02/2026,1,
494,494,tweet,The real winner of the Olympic medal count? Florida governor Ron DeSantis.,1,1,1,1,1,1,1,2,9,"No AAPA language, clear postive partisn conatations but fake political fact.",20/02/2026,1,
495,495,tweet,"BREAKING

Trump says Biden has a stupid face",3,2,2,1,2,2,2,1,15,Insulting name callinf language towards Biden. Indicating opposition to Bipartisanship and distrust. ,20/02/2026,1,
496,496,tweet,"Wow, said Biden had low IQ 30 years ago and now has no IQ.  

Trump is like an evil lounge singer at the end of the night.  His tip jar is pretty empty.  He has been drinking.  People have heckled him and the lights are coming up.  He's angry, drunk and crazed.",3,2,2,1,2,2,2,1,15,"Distrusts both candidates, name calling and mocking language used towards both. ",20/02/2026,1,
497,497,tweet,"🚨 TRUMP: “Biden is stupid, he’s so stupid, he has a big stupid head, with a big stupid face, HES SOOOO STUUUPPIIIDDDD.” 😂 😂 😂 this man is amazing.",3,2,2,1,2,2,2,1,15,"Agreement with hateful, mocking, name-calling language.",20/02/2026,1,
498,498,quote,"Pelosi, Obama, members of Congress, prominent Never Trump Rs, many pundits (Ezra Klein, etc), the Pod Save bros, etc. wanted an “open process” after Biden dropped out because they didn’t have faith in her

She has *way* more game than anyone, including me, thought she would have",1,1,1,1,1,2,1,2,10,Comment on Kamala being the democratic primary. Postive partisan emotions however stating politicised facts without sources.,20/02/2026,1,
499,499,tweet,"On July 22, 2024 … someone at Wikipedia deleted all 47 references to Jeffrey Epstein from Bill Clinton’s Wikipedia page.

Side note - This happened the day after Biden left the Presidential race.

Are they preparing for a Trump 2024 win?

 https://t.co/R5rIs6C47i",2,1,1,1,1,3,2,2,13,Speculative distrystful comment alluding to unclaimed poltical fact. No name calling or exxagerated language ,20/02/2026,1,
500,500,reply,@politico @dieworkwear Every single time with this guy. Lol. https://t.co/o20mZSG9ma,2,1,1,1,1,1,1,1,9,General mocking tone. No name-calling or explicit distrustful terminology. ,20/02/2026,1,
