annotation_id,tweet_id,llm_name_version,post_type,text,total_score,date,annotation_session,V1,V1_reason,V2,V2_reason,V3,V3_reason,V4,V4_reason,V5,V5_reason,V6,V6_reason,V7,V7_reason,V8,V8_reason,framing_condition
2633,1254,gpt-4o-2024-08-06,reply,"@wendyp4545 Iran is the scourge and OWNS blinken Obama 
no one is running the WH 
the Democratic Party is corrupted to the core",17,2026-03-21 11:43:17,20260321_0943,3,"Partisan name-calling ('corrupted to the core') and emotion/exaggeration ('scourge', 'OWNS') exist.",2,"Emotion/exaggeration ('corrupted to the core', 'scourge') exists, but no direct support for undemocratic practices.",1,No support for partisan violence is present.,1,No support for undemocratic candidates is present.,3,"Name-calling ('corrupted to the core') and emotion/exaggeration ('scourge', 'OWNS') exist.",3,"Name-calling ('corrupted to the core') and emotion/exaggeration ('scourge', 'OWNS') exist.",2,"Terms that increase distrust ('corrupted to the core') exist, but no events that damage communities are mentioned.",2,"Emotion/exaggeration ('scourge', 'OWNS') exists, but no specific politicized facts are presented.",subtle_liberal
2637,1255,gpt-4o-2024-08-06,quote,I called this back in June: Biden’s people wanted to have unfettered access to the presidency. It’s also why the influencers (especially those in this pic) kept attacking anyone who called for him to step aside… https://t.co/GQLTWbtKCc,13,2026-03-21 11:43:34,20260321_0943,2,"The tweet implies animosity by suggesting Biden's people want 'unfettered access' and influencers attack dissenters, indicating emotion or exaggeration.",2,"The tweet suggests undemocratic practices by implying manipulation for partisan gain, but does not use name-calling.",1,There is no support for partisan violence in the tweet.,1,The tweet does not show support for undemocratic candidates.,2,"The tweet implies distrust in Biden's people and influencers, indicating emotion or exaggeration.",2,"The tweet suggests distrust in influencers and Biden's people, indicating emotion or exaggeration.",1,The tweet does not express resistance to interpersonal contact with outpartisans.,2,The tweet presents a biased evaluation of political facts by suggesting a partisan stance against Biden's people and influencers.,subtle_liberal
2641,1256,gpt-4o-2024-08-06,tweet,Three suspected ISIS TERRORISTS were admitted by Kamala Harris using Joe Biden’s speedy mobile app for illegal aliens. https://t.co/o2cJjwfHf6,15,2026-03-21 11:43:50,20260321_0943,2,The tweet uses emotion and exaggeration with terms like 'TERRORISTS' and 'speedy mobile app for illegal aliens'.,2,The tweet uses emotion and exaggeration but does not explicitly support undemocratic practices.,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,"The tweet uses emotion and exaggeration, reducing trust in the opposing party.",2,"The tweet uses emotion and exaggeration, which can reduce social trust.",2,"The tweet uses terms that increase distrust and insecurity, such as 'TERRORISTS' and 'illegal aliens'.",3,"The tweet presents a biased evaluation of politicized facts with emotion and exaggeration, suggesting a partisan stance.",subtle_liberal
2645,1257,gpt-4o-2024-08-06,reply,@Timcast She won’t do anything she is saying she will do. As VP she supported and did the opposite. The Biden admin loved big pharma. She left the border open. She supported the bill to add more IRS agents to go after people making tips to tax them. It’s all a lie,11,2026-03-21 11:44:06,20260321_0943,1,No partisan name-calling or emotional exaggeration present.,2,Emotion or exaggeration present in 'It’s all a lie'.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,2,Emotion or exaggeration present in 'It’s all a lie'.,1,No language increasing social distance or related factors.,2,Emotion or exaggeration present in 'It’s all a lie'.,subtle_liberal
2649,1258,gpt-4o-2024-08-06,tweet,"I don't have the bandwidth to worry about a new thing.

Let's get Harris-Walz and everyone else💙 over the line and then I will maybe care a little bit.

What happened to President Biden sucked and we won't forget but he wants us to make sure MVP wins. https://t.co/NUF9XkiEaH",8,2026-03-21 11:44:23,20260321_0943,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or related language.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,subtle_liberal
2653,1259,gpt-4o-2024-08-06,tweet,"Donald Trump vs. Kamala Harris debate on 𝕏? 

Who else wants this?",8,2026-03-21 11:44:37,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,subtle_liberal
2657,1260,gpt-4o-2024-08-06,tweet,"Joe Biden will go down in history as the most failed, unsuccessful and unpopular president in American history

Your Thoughts? https://t.co/SqpXT1mSQy",12,2026-03-21 11:44:51,20260321_0943,2,"The tweet uses emotion and exaggeration by labeling Biden as the 'most failed, unsuccessful and unpopular president'.",1,The tweet does not show support for undemocratic practices or name-calling.,1,There is no support for partisan violence in the tweet.,1,The tweet does not show support for undemocratic candidates.,2,The tweet uses exaggeration which can reduce trust in bipartisanship.,2,The tweet uses exaggeration which can contribute to social distrust.,1,The tweet does not increase social distance or distrust.,2,The tweet presents a biased evaluation of Biden's presidency with exaggeration.,subtle_liberal
2661,1261,gpt-4o-2024-08-06,tweet,"The US and UK's refusal to negotiate with Russia could lead to Ukraine breaking up into three parts. In the next three months, Russia can advance as far as it can, take as much as it can, and make sure that Ukraine never rises again, either under Biden or Harris or Trump.
Then https://t.co/pwnOIBWGvo",9,2026-03-21 11:45:07,20260321_0943,1,No partisan name-calling or emotional language directed at opposing partisans.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No language indicating social distance or related factors.,2,Presents a controversial geopolitical issue with a potentially partisan stance.,subtle_liberal
2665,1262,gpt-4o-2024-08-06,tweet,"Trump had ""Agenda 47"" out LONG before he endorsed the RNC Platform.

Kamala Harris has NO platform issues out (except what she stole from Trump, and Soviet Price Controls) and will ONLY list a platform AFTER the DNC drafts one.

She has NO original ideas and can't create a",14,2026-03-21 11:45:24,20260321_0943,2,The tweet includes partisan name-calling by accusing Kamala Harris of stealing ideas and lacking originality.,2,The tweet uses emotion and exaggeration by claiming Harris has 'NO original ideas' and 'stole' from Trump.,1,There is no support for partisan violence in the tweet.,1,The tweet does not show support for undemocratic candidates.,2,"The tweet uses exaggeration, which can reduce trust in cross-partisan collaboration.",2,"The tweet uses exaggeration, which can contribute to social distrust.",2,The tweet uses language that increases distrust and distance by accusing Harris of theft and lack of ideas.,2,The tweet presents a biased evaluation of political facts by claiming Harris stole ideas and lacks originality.,subtle_liberal
2669,1263,gpt-4o-2024-08-06,tweet,Why are Americans so obsessed with Kamala? How can people be so ignorant to want her as president? At least Trump has proven he knows how to run the nation. Kamala looks like a female Biden—just as senile and clueless. #Politics #Trump2024 #KamalaHarris #Bidenflation #MAGA,15,2026-03-21 11:45:40,20260321_0943,3,The tweet includes partisan name-calling ('senile and clueless') and emotional exaggeration ('ignorant to want her as president').,2,The tweet does not support undemocratic practices but includes partisan name-calling and emotional exaggeration.,1,The tweet does not show support for partisan violence or include related language.,1,The tweet does not show support for undemocratic candidates.,2,The tweet includes emotional exaggeration ('ignorant to want her as president').,2,The tweet includes emotional exaggeration ('ignorant to want her as president').,2,The tweet includes terms that increase distrust ('senile and clueless').,2,The tweet presents a biased evaluation of political figures with emotional exaggeration.,subtle_liberal
2673,1264,gpt-4o-2024-08-06,reply,"@harris_wins Under Joe biden and Kamala Harris, I was denied 8 months of cancer  treatments at stage 4 Malignant Melanoma. 

They don't care about the sick and suffering. 

I've now seen multiple elderly people in the waiting room crying due to also being denied cancer care. Afraid they will",13,2026-03-21 11:45:57,20260321_0943,2,Emotion or exaggeration is present in the claim that Biden and Harris don't care about the sick and suffering.,1,There is no support for undemocratic practices or partisan name-calling.,1,There is no support for partisan violence.,1,There is no support for undemocratic candidates.,2,Emotion or exaggeration is present in the claim about denial of care.,2,Emotion or exaggeration is present in the claim about denial of care.,2,Terms that increase distrust or insecurity are present in the claim about denial of care.,2,Emotion or exaggeration is present in the claim about denial of care.,subtle_liberal
2677,1265,gpt-4o-2024-08-06,reply,"@MuffWorldStudio @ImMeme0 @katierogers If she's going to rallies, and Biden is at the beach, who the hell is running the country",9,2026-03-21 11:46:12,20260321_0943,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or related language.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,2,"The tweet implies skepticism about Biden's leadership, which is a biased evaluation of politicized facts.",subtle_liberal
2681,1266,gpt-4o-2024-08-06,reply,"@jimstewartson No Donald. SCOTUS said the President is immune. You were not mentioned. It’s Joe Biden who’s immune, not you, and if after the count Kamala is president elect, it’s still not you. Get over it. You lost then and you’ll lose again.",9,2026-03-21 11:46:26,20260321_0943,2,The tweet contains emotion or exaggeration with phrases like 'Get over it' and 'You lost then and you’ll lose again'.,1,The tweet does not show support for undemocratic practices or contain partisan name-calling.,1,There is no support for partisan violence or related language.,1,There is no support for undemocratic candidates.,1,There is no opposition to bipartisanship or related language.,1,There is no social distrust or related language.,1,There is no language that increases social distance.,1,There is no biased evaluation of politicized facts.,subtle_liberal
2685,1267,gpt-4o-2024-08-06,reply,"@What46HasDone Politics has never been ""fair"". It's all controlled by vibes. And Biden absorbed all the negative poison vibes spread by trump over the years so that Harris can rise unburdened by what has been",11,2026-03-21 11:46:41,20260321_0943,2,The tweet contains emotion or exaggeration with phrases like 'negative poison vibes'.,1,There is no support for undemocratic practices or related name-calling.,1,There is no support for partisan violence or related name-calling.,1,There is no support for undemocratic candidates or related name-calling.,1,There is no opposition to bipartisanship or related name-calling.,2,The tweet suggests distrust in politics being 'fair' and controlled by 'vibes'.,1,There is no language that increases social distance or related name-calling.,2,The tweet presents a biased evaluation of political facts with a partisan stance on Biden and Trump.,subtle_liberal
2689,1268,gpt-4o-2024-08-06,reply,"@TrumpDailyPosts I have no doubt that you will win by a landslide. I just fear that they are going to stop the election from happening or from you being able to take over the presidency.,. As you know, this is much deeper than just Kamala and Biden..  we the people are 100% behind you. We are",11,2026-03-21 11:46:57,20260321_0943,1,No partisan name-calling or emotional exaggeration against opposing partisans.,2,"Expresses fear of undemocratic practices like stopping the election, but no name-calling.",1,No support for partisan violence or related language.,1,No explicit support for undemocratic candidates.,1,No opposition to bipartisanship or related language.,2,"Expresses distrust in the electoral process, suggesting deeper issues.",1,No language indicating social distance or distrust towards outpartisans.,2,"Expresses skepticism about the election process, suggesting a partisan stance.",subtle_liberal
2693,1269,gpt-4o-2024-08-06,reply,"@ColbyBadhwar Biden is definitely the problem along with his ""advisor"" Jake Sullivan. Where have all the leaders gone? Being back Reagan and Thatcher. Putin would capitulate  in three months.",10,2026-03-21 11:47:13,20260321_0943,2,Emotion or exaggeration present in blaming Biden and Sullivan for problems.,1,No support for undemocratic practices is evident.,1,No support for partisan violence is evident.,1,No support for undemocratic candidates is evident.,1,No opposition to bipartisanship is evident.,1,No social distrust is evident.,1,No social distance is evident.,2,Emotion or exaggeration in the claim that Putin would capitulate in three months.,subtle_liberal
2697,1270,gpt-4o-2024-08-06,tweet,"“The Storm is Upon Us”

I think we’ve reached the point a lot of us have been waiting for…

-The Satanic Olympic Games ended

-Moments later Iran bombs Israel 

-Joe Biden is practically MIA after a Democrat coup is overthrowing his candidacy/Presidency 

-Donald Trump and Elon https://t.co/9Hjfp13tr9",15,2026-03-21 11:47:29,20260321_0943,2,The tweet contains emotion or exaggeration with phrases like 'The Storm is Upon Us' and 'Democrat coup'.,2,The tweet uses partisan language like 'Democrat coup' which is an exaggeration but does not directly support undemocratic practices.,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,The tweet uses terms like 'Democrat coup' which reduce trust and show emotion or exaggeration.,2,"The tweet contains exaggeration and terms that reduce trust, such as 'Democrat coup'.",2,"The tweet uses terms that increase distrust and exaggeration, such as 'Democrat coup'.",3,"The tweet presents a biased evaluation of facts with partisan language and exaggeration, such as 'Democrat coup' and 'MIA after a Democrat coup'.",subtle_liberal
2701,1271,gpt-4o-2024-08-06,quote,Not bad at all. Not bad at all. Could have been so much worse. Sincerely. Old poll but not super old. Harris does not seem to be retaining the No Biden Yes RFK &amp; Company voter anymore. Loses 4 to 3rd parties versus 3 for Trump. Tied full-field. Likely Voter poll. R+2 sample But,8,2026-03-21 11:47:46,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,subtle_liberal
2705,1272,gpt-4o-2024-08-06,tweet,"Biden: ""I've served in the Senate for 270 years."" https://t.co/D64jci08hF",9,2026-03-21 11:48:00,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,2,"The tweet presents a quote with exaggeration, suggesting skepticism of Biden's statement.",subtle_liberal
2709,1273,gpt-4o-2024-08-06,quote,How did Biden create inflation that went higher and has proven more persistent across the industrialized world?,9,2026-03-21 11:48:13,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,2,Presents a partisan stance questioning Biden's role in inflation.,subtle_liberal
2713,1274,gpt-4o-2024-08-06,tweet,"John Fetterman to skip DNC, Jill and Joe Biden won’t stick around for Kamala’s coronation

https://t.co/Sxc4BxwpTl",8,2026-03-21 11:48:27,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,subtle_liberal
2717,1275,gpt-4o-2024-08-06,reply,"What needs to happen now is that we must all intensify whatever we can do: protests, speaking out, every kind of pressure and solidarity to end the Biden-Harris genocide in Gaza. The demand must be: Stop sending American bombs to murder Palestinian babies!",15,2026-03-21 11:48:42,20260321_0943,2,"The tweet uses emotional language and exaggeration, referring to 'genocide' and 'murder'.",2,"The tweet uses emotional language and exaggeration, but does not explicitly support undemocratic practices.",1,The tweet does not show support for partisan violence.,1,The tweet does not show support for undemocratic candidates.,2,"The tweet uses emotional language and exaggeration, reducing trust in the current administration.",2,"The tweet uses emotional language and exaggeration, which can reduce social trust.",2,"The tweet uses terms that increase distrust and emotional language, but does not reference events that damage communities.",3,The tweet presents a biased evaluation of politicized facts with emotional language and exaggeration.,subtle_liberal
2721,1276,gpt-4o-2024-08-06,tweet,BREAKING - Biden says Gaza truce deal 'closer than we have ever been' https://t.co/GZ6hUeDDfy https://t.co/pRSPp8DYxY,8,2026-03-21 11:48:57,20260321_0943,1,The tweet does not contain partisan name-calling or emotional language.,1,There is no support for undemocratic practices or partisan language.,1,The tweet does not support or mention partisan violence.,1,There is no support for undemocratic candidates.,1,The tweet does not oppose bipartisanship or contain emotional language.,1,There is no language indicating social distrust.,1,The tweet does not promote social distance or contain emotional language.,1,The tweet does not present biased evaluation of politicized facts.,subtle_liberal
2725,1277,gpt-4o-2024-08-06,reply,@sentdefender Yawn. He will go down as one of the most ineffective Secretaries of State. Picking someone who projects fear of his own shadow in every photograph was never a Biden power move.,11,2026-03-21 11:49:12,20260321_0943,2,The tweet contains emotion or exaggeration by describing the Secretary of State as 'ineffective' and projecting 'fear of his own shadow'.,1,There is no support for undemocratic practices or related name-calling or exaggeration.,1,There is no support for partisan violence or related name-calling or exaggeration.,1,There is no support for undemocratic candidates or related name-calling or exaggeration.,2,The tweet uses emotion or exaggeration by criticizing the choice of Secretary of State as 'never a Biden power move'.,1,There is no social distrust or related name-calling or exaggeration.,1,There is no language that increases social distance or related emotion or exaggeration.,2,The tweet presents a biased evaluation of the Secretary of State's effectiveness with exaggeration.,subtle_liberal
2729,1278,gpt-4o-2024-08-06,quote,"""Last Thursday, 22 members of Congress sent a letter to the Biden administration demanding the investigation and criminal prosecution as well as financial ruin of Gaza war protesters, whom they claim have received funding from Iran.""",11,2026-03-21 11:49:27,20260321_0943,1,No partisan name-calling or emotional language present.,2,Emotion or exaggeration present in 'demanding the investigation and criminal prosecution as well as financial ruin'.,1,No support for partisan violence or related language present.,1,No support for undemocratic candidates or related language present.,1,No opposition to bipartisanship or related language present.,1,No social distrust or related language present.,2,Language increases distrust and distance by suggesting financial ruin of protesters.,2,"Presents a controversial issue with a partisan stance, suggesting protesters are funded by Iran.",subtle_liberal
2733,1279,gpt-4o-2024-08-06,tweet,"Nancy is like a vampire sucking the blood out of biden. Yep , and bleeding from the eyes",14,2026-03-21 11:49:43,20260321_0943,3,"Partisan name-calling ('vampire') and exaggeration ('sucking the blood', 'bleeding from the eyes').",2,"Exaggeration present ('sucking the blood', 'bleeding from the eyes'), but no direct support for undemocratic practices.",1,No support for partisan violence.,1,No support for undemocratic candidates.,2,"Exaggeration present ('sucking the blood', 'bleeding from the eyes').",2,"Exaggeration present ('sucking the blood', 'bleeding from the eyes').",2,"Terms that increase distrust ('vampire') and exaggeration ('sucking the blood', 'bleeding from the eyes').",1,No biased evaluation of politicized facts.,subtle_liberal
2737,1280,gpt-4o-2024-08-06,tweet,"FACT CHECK: Trump is lying, as usual.

Joe Biden and Kamala Harris actually got a statute - an actual law - passed that created a permanent $35-per-month Medicare insulin policy that went far beyond Trump’s efforts.

The law ensured that all 3.4 million-plus insulin users on https://t.co/Fz7n4kPD25",13,2026-03-21 11:49:59,20260321_0943,2,"The phrase 'Trump is lying, as usual' indicates partisan name-calling.",2,The tweet contains partisan name-calling but does not show support for undemocratic practices.,1,There is no support for partisan violence or related language.,1,There is no support for undemocratic candidates.,2,"Partisan name-calling reduces trust, indicating opposition to bipartisanship.",2,"Partisan name-calling reduces trust, indicating social distrust.",1,There is no language that increases social distance.,2,The tweet presents a partisan stance on a politicized fact.,subtle_liberal
2741,1281,gpt-4o-2024-08-06,reply,"@KamalaHQ Kamala Harris: ""As a woman, there's a balance to be struck between being tough, and being a b*tch.""

*Laughs for nearly 15 seconds straight like a supervillain* https://t.co/Kpf7CMRtpY",11,2026-03-21 11:50:14,20260321_0943,2,The tweet includes emotion or exaggeration with the phrase 'Laughs for nearly 15 seconds straight like a supervillain'.,1,There is no support for undemocratic practices or related factors.,1,There is no support for partisan violence or related factors.,1,There is no support for undemocratic candidates or related factors.,2,The tweet includes emotion or exaggeration with the phrase 'Laughs for nearly 15 seconds straight like a supervillain'.,2,The tweet includes emotion or exaggeration with the phrase 'Laughs for nearly 15 seconds straight like a supervillain'.,1,There is no language that increases social distance or related factors.,1,There is no biased evaluation of politicized facts or related factors.,subtle_liberal
2745,1282,gpt-4o-2024-08-06,reply,@RpsAgainstTrump ⚠️⚠️Vice President Harris is now beating Donald Trump in key swing states. There are a lot of reports that Trump is not taking the news well. You know that he is going absolutely bonkers. It’s driving him crazy that Kamala Harris and Tim Walz are resonating with the American https://t.co/SIPjIWkCaf,10,2026-03-21 11:50:31,20260321_0943,2,The phrase 'going absolutely bonkers' suggests emotion or exaggeration.,1,There is no support for undemocratic practices or related name-calling.,1,There is no support for partisan violence or related name-calling.,1,There is no support for undemocratic candidates or related name-calling.,1,There is no opposition to bipartisanship or related name-calling.,1,There is no social distrust or related name-calling.,1,There is no social distance or related name-calling.,2,The tweet presents a partisan stance with emotional language.,subtle_liberal
2749,1283,gpt-4o-2024-08-06,tweet,"Here’s an idea for Kamala Harris, tell Joe Biden to put a 20% tariff on anything that comes over for Mexico until they stop flooding our border with illegals.

I guarantee you in 30 days the border would be secured.

But they don’t want to do that.",13,2026-03-21 11:50:47,20260321_0943,2,The tweet uses emotion and exaggeration by suggesting a drastic measure and implying a simple solution to a complex issue.,2,The tweet does not support undemocratic practices but uses emotion and exaggeration in its suggestion.,1,There is no support for partisan violence in the tweet.,1,The tweet does not show support for undemocratic candidates.,1,There is no opposition to bipartisanship expressed in the tweet.,2,The tweet uses terms that reduce trust by referring to 'flooding our border with illegals'.,2,"The tweet uses terms that increase distrust and distance, such as 'illegals'.",2,The tweet presents a politicized stance on immigration with emotional language.,subtle_liberal
2753,1284,gpt-4o-2024-08-06,tweet,"AG Ken Paxton has sent a letter to the Biden administration, notifying them of the state’s intent to sue if the administration does not back down from its most recent weaponization of environmental law. 

Continue reading through the link below 🔗
https://t.co/QPGNkbqG87 https://t.co/eDRi73OdOC",9,2026-03-21 11:51:03,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,2,The term 'weaponization of environmental law' suggests a partisan stance.,subtle_liberal
2757,1285,gpt-4o-2024-08-06,reply,"@libsoftiktok Will Kamala visit with any victims?

Will she meet with the 36 yr old woman who was raped because of her and Biden's policies?",14,2026-03-21 11:51:19,20260321_0943,2,"The tweet implies blame on Kamala and Biden, showing emotion or exaggeration.",2,The tweet implies criticism of policies but does not directly support undemocratic practices.,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,"The tweet implies distrust in Kamala and Biden's policies, showing emotion or exaggeration.",2,"The tweet implies distrust in political figures, showing emotion or exaggeration.",2,"The tweet implies distrust and blame, which can increase social distance.",2,"The tweet presents a partisan stance on the impact of policies, showing emotion or exaggeration.",subtle_liberal
2761,1286,gpt-4o-2024-08-06,tweet,"Trump warns that ""everybody gets healthcare"" if Kamala Harris is elected:

""You're all going to be thrown into a communist system. You will be thrown into a system where everybody gets health care.""

https://t.co/rzzCQnOkDk",15,2026-03-21 11:51:35,20260321_0943,2,The tweet contains emotion or exaggeration with the phrase 'thrown into a communist system'.,2,The tweet uses emotion or exaggeration with 'thrown into a communist system' but does not show support for undemocratic practices.,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,The tweet uses exaggeration which could reduce trust in bipartisanship.,2,The tweet uses exaggeration which could reduce social trust.,2,The tweet uses terms that increase distrust with 'communist system' but does not reference events that damage communities.,3,"The tweet presents a biased evaluation of healthcare policy with exaggeration, suggesting a partisan stance.",subtle_liberal
2765,1287,gpt-4o-2024-08-06,quote,"!!!🚨🚨🚨!!!
The Biden/Harris administration is ratting out Israel agents to the Iranians!?! 
😤😠😡",15,2026-03-21 11:51:52,20260321_0943,2,The tweet uses emotion and exaggeration with multiple exclamation marks and angry emojis.,2,The tweet uses emotion and exaggeration but does not explicitly support undemocratic practices.,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,"The tweet uses emotion and exaggeration, which can reduce trust.",2,"The tweet uses emotion and exaggeration, which can reduce trust.",2,"The tweet uses emotion and exaggeration, which can increase distrust.",3,The tweet presents a controversial issue with a partisan stance and uses emotion and exaggeration.,subtle_liberal
2769,1288,gpt-4o-2024-08-06,reply,"@Ronxyz00 Across Europe, it’s only the far-right parties that support Trump. 

Aside from that, everyone supports Kamala, and previously supported Biden. 

Don’t be fooled—Trump is seen as weak, childish, and corrupt in the eyes of Europeans.",13,2026-03-21 11:52:07,20260321_0943,2,"The tweet uses emotion and exaggeration by describing Trump as 'weak, childish, and corrupt'.",1,The tweet does not show support for undemocratic practices or use partisan name-calling.,1,The tweet does not show support for partisan violence or use partisan name-calling.,1,The tweet does not show support for undemocratic candidates.,2,"The tweet uses emotion and exaggeration, reducing trust in Trump supporters.",2,"The tweet uses emotion and exaggeration, reducing trust in Trump.",2,The tweet uses terms that increase distrust and distance by labeling Trump negatively.,2,"The tweet presents a biased evaluation of political support in Europe, favoring one side.",subtle_liberal
2773,1289,gpt-4o-2024-08-06,tweet,Nancy Pelosi appeared less than excited during the ‘We Love Joe’ chant for Biden at the DNC https://t.co/nMcNbuBill https://t.co/zJtWxBJk6J,8,2026-03-21 11:52:23,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,subtle_liberal
2777,1290,gpt-4o-2024-08-06,tweet,What time does President Biden speak? Thanks,8,2026-03-21 11:52:37,20260321_0943,1,No partisan animosity or name-calling present.,1,No support for undemocratic practices or exaggeration present.,1,No support for partisan violence or related language present.,1,No support for undemocratic candidates or related language present.,1,No opposition to bipartisanship or related language present.,1,No social distrust or related language present.,1,No social distance or related language present.,1,No biased evaluation of politicized facts or related language present.,subtle_liberal
2781,1291,gpt-4o-2024-08-06,tweet,"Democrats nationwide are feeling more positively about Mr. Biden's presidency now than they were in March. But voters overall, including most independents and an overwhelming number of Republicans, view his presidency more negatively. https://t.co/qp5dFYQMO4",8,2026-03-21 11:52:52,20260321_0943,1,The tweet does not contain partisan name-calling or emotional exaggeration.,1,There is no support for undemocratic practices or related language.,1,The tweet does not show support for partisan violence or related language.,1,There is no support for undemocratic candidates or related language.,1,The tweet does not oppose bipartisanship or contain related language.,1,There is no language indicating social distrust.,1,The tweet does not indicate social distance or related language.,1,The tweet does not present a biased evaluation of politicized facts.,subtle_liberal
2785,1292,gpt-4o-2024-08-06,tweet,"Sometimes, dreams really do come true!

If we all work hard to get voters out on November 5, 2024, Donald Trump and JD Vance will float away forever with their red hats.

Mobilize and let's get Kamala Harris and Tim Walz elected for the good of America.
#YesWeKam
#DemsUnited https://t.co/tfOWwoTYqa",9,2026-03-21 11:53:08,20260321_0943,2,The tweet uses emotion/exaggeration with 'float away forever with their red hats'.,1,The tweet does not show support for undemocratic practices or use partisan name-calling.,1,There is no support for partisan violence or related language.,1,The tweet does not show support for undemocratic candidates.,1,There is no opposition to bipartisanship or related language.,1,There is no social distrust or related language.,1,There is no language indicating social distance.,1,The tweet does not present a biased evaluation of politicized facts.,subtle_liberal
2789,1293,gpt-4o-2024-08-06,reply,"@JoJoFromJerz Wow, doing an actual interview is ""weird "" af to the Democrats",11,2026-03-21 11:53:24,20260321_0943,2,"The tweet uses sarcasm and emotion to criticize Democrats, indicating partisan animosity.",1,There is no support for undemocratic practices in the tweet.,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,"The sarcastic tone reduces trust in Democrats, indicating opposition to bipartisanship.",1,The tweet does not express general social distrust.,1,The tweet does not express resistance to interpersonal contact with outpartisans.,2,The tweet uses sarcasm to present a biased evaluation of Democrats' actions.,subtle_liberal
2793,1294,gpt-4o-2024-08-06,reply,@IAPolls2022 @RedfieldWilton Terrible poll for Kamala. More evidence that she peaked too soon. 1 pt in a national poll means she loses 32 states. Already looking like it’s time to put Biden back in. Brokered convention?,9,2026-03-21 11:53:40,20260321_0943,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,2,Presents a biased evaluation of political facts with a partisan stance.,subtle_liberal
