annotation_id,tweet_id,llm_name_version,post_type,text,total_score,date,annotation_session,V1,V1_reason,V2,V2_reason,V3,V3_reason,V4,V4_reason,V5,V5_reason,V6,V6_reason,V7,V7_reason,V8,V8_reason,framing_condition
1312,923,gpt-4o-2024-08-06,reply,@geeeeeg68 @unusual_whales Get your facts straight. Biden had a net of almost 6 million jobs gained after the lost ones.  He replace all those lost jobs plus an additional 6 million,9,2026-03-21 10:18:47,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or name-calling.,1,No support for undemocratic candidates or name-calling.,1,No opposition to bipartisanship or emotional language.,1,No social distrust or emotional language.,1,No language indicating social distance or distrust.,2,Presents political facts with a partisan stance.,extreme_rep
1316,924,gpt-4o-2024-08-06,reply,@robhardyjr @harris_wins I don't think they'll remove Biden. Obama is still pulling his strings. Harris is too stupid to have her strings pulled. It would be obvious.,15,2026-03-21 10:19:02,20260321_0943,3,Partisan name-calling ('stupid') and emotion/exaggeration ('pulling his strings').,2,"Emotion/exaggeration ('pulling his strings'), but no support for undemocratic practices.",1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,2,"Emotion/exaggeration ('pulling his strings'), but no direct opposition to bipartisanship.",2,"Emotion/exaggeration ('pulling his strings'), but no general social distrust.",2,"Terms that increase distrust ('stupid'), but no events or further emotion.",2,"Emotion/exaggeration ('pulling his strings'), but no biased evaluation of politicized facts.",extreme_rep
1320,925,gpt-4o-2024-08-06,quote,The people in this room are a total disaster. Biden is brain dead Kamala is a high school girl. #wiunion #wiright #wipolitics  #Wigov #maga,16,2026-03-21 10:19:21,20260321_0943,3,"Partisan name-calling with 'Biden is brain dead' and 'Kamala is a high school girl', and emotional exaggeration with 'total disaster'.",2,Partisan name-calling with 'Biden is brain dead' and 'Kamala is a high school girl'.,1,No support for partisan violence is expressed.,1,No support for undemocratic candidates is expressed.,3,Name-calling and emotional exaggeration reduce trust and oppose bipartisanship.,3,Name-calling and emotional exaggeration reduce social trust.,2,Name-calling increases social distance.,1,No biased evaluation of politicized facts is present.,extreme_rep
1324,926,gpt-4o-2024-08-06,tweet,Biden has dementia if he starts a nuclear war it's on the people of this country to stop him,15,2026-03-21 10:19:36,20260321_0943,2,Emotion or exaggeration present in 'Biden has dementia'.,2,Emotion or exaggeration present in 'Biden has dementia'.,2,Emotion or exaggeration present in 'Biden has dementia'.,1,No support for undemocratic candidates.,2,Emotion or exaggeration present in 'Biden has dementia'.,2,Emotion or exaggeration present in 'Biden has dementia'.,2,Emotion or exaggeration present in 'Biden has dementia'.,2,Emotion or exaggeration present in 'Biden has dementia'.,extreme_rep
1328,927,gpt-4o-2024-08-06,quote,"Joe Biden is still the active President of the Untied States at age 81

It won't work period",8,2026-03-21 10:19:51,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or partisan name-calling present.,1,No support for partisan violence or related language present.,1,No support for undemocratic candidates or related language present.,1,No opposition to bipartisanship or related language present.,1,No social distrust or related language present.,1,No social distance or related language present.,1,No biased evaluation of politicized facts or related language present.,extreme_rep
1332,928,gpt-4o-2024-08-06,reply,"@acnewsitics If she wins she nor Biden will not be president as they are just the facade - it’s who runs it behind the scene. Yes, we’re all waking up apart from left leaning ugly white cat women and stupid people of colour meaning whites as well of course for you racists.",18,2026-03-21 10:20:08,20260321_0943,3,"Partisan name-calling ('left leaning ugly white cat women', 'stupid people of colour') and emotion/exaggeration ('we’re all waking up').",2,Emotion/exaggeration ('we’re all waking up') without direct support for undemocratic practices.,1,No support for partisan violence.,1,No support for undemocratic candidates.,3,"Name-calling and emotion/exaggeration ('left leaning ugly white cat women', 'we’re all waking up').",3,"Name-calling and emotion/exaggeration ('left leaning ugly white cat women', 'we’re all waking up').",3,"Terms that increase distrust and prejudice ('left leaning ugly white cat women', 'stupid people of colour').",2,Emotion/exaggeration ('we’re all waking up') without specific politicized facts.,extreme_rep
1336,929,gpt-4o-2024-08-06,tweet,So Donald Trump and JD Vance think they can stop Kamala Harris/Tim Walz’s momentum by throwing dirt on them when they live in a CESSPOOL. I don’t get it. Who’s advising them on that strategy! @AP https://t.co/J5uSCk0i6Q,12,2026-03-21 10:20:23,20260321_0943,2,The tweet uses emotion/exaggeration with 'CESSPOOL'.,1,No support for undemocratic practices is shown.,1,No support for partisan violence is shown.,1,No support for undemocratic candidates is shown.,2,Emotion/exaggeration with 'CESSPOOL' suggests opposition to bipartisanship.,2,Emotion/exaggeration with 'CESSPOOL' suggests social distrust.,2,Emotion/exaggeration with 'CESSPOOL' suggests social distance.,1,No biased evaluation of politicized facts is present.,extreme_rep
1340,930,gpt-4o-2024-08-06,tweet,"#Trump just cannot acknowledge that #Harris has closed the gap in the polls #Biden had. He’s delusional and cannot believe that a black woman has become a serious opponent, catching up in the swing states like #Pennsylvania and even gaining amongst non-educated white voters. #CNN https://t.co/0CMfO9UgRx",12,2026-03-21 10:20:38,20260321_0943,2,The tweet uses the term 'delusional' which indicates emotion or exaggeration.,1,The tweet does not show support for undemocratic practices or use partisan name-calling.,1,The tweet does not show support for partisan violence or use partisan name-calling.,1,The tweet does not show support for undemocratic candidates.,2,"The term 'delusional' reduces trust, indicating emotion or exaggeration.",2,"The term 'delusional' reduces trust, indicating emotion or exaggeration.",1,The tweet does not use terms that increase distrust or social distance.,2,The tweet presents a partisan stance on Trump's reaction to Harris's polling.,extreme_rep
1344,931,gpt-4o-2024-08-06,reply,@RepAndyBiggsAZ You must think we are stupid.  Everyone knew Biden was corrupt in 2016.  You now tell us this 31/2 years later when he should have been impeached in 2021. Fuck You!,14,2026-03-21 10:20:54,20260321_0943,2,Emotion or exaggeration present in 'You must think we are stupid' and 'Fuck You!',2,Emotion or exaggeration present in 'Everyone knew Biden was corrupt' and 'Fuck You!',1,No support for partisan violence present,1,No support for undemocratic candidates present,2,Emotion or exaggeration present in 'You must think we are stupid' and 'Fuck You!',2,Emotion or exaggeration present in 'You must think we are stupid',2,Terms that increase distrust present in 'Everyone knew Biden was corrupt',2,Emotion or exaggeration present in 'Everyone knew Biden was corrupt',extreme_rep
1348,932,gpt-4o-2024-08-06,reply,@YanksFan239 @AesPolitics1 @NotFakeDemocrat Communism is one little commercial. Everyone is equally miserable.,10,2026-03-21 10:21:10,20260321_0943,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or partisan name-calling present.,1,No support for partisan violence or related language present.,1,No support for undemocratic candidates or related language present.,1,No opposition to bipartisanship or related language present.,2,Emotion or exaggeration present in the statement about communism.,1,No language increasing social distance or related factors present.,2,Emotion or exaggeration present in the statement about communism.,extreme_rep
1352,933,gpt-4o-2024-08-06,reply,@brodsky_evan @techoncoluis @cdmukasa Most of project 2025 is happening under Biden.,8,2026-03-21 10:21:24,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_rep
1356,934,gpt-4o-2024-08-06,reply,@akafacehots @VP Because she doesn’t want t to it’s only to get votes it will never happen. Look it up how the Biden administration wanted the IRS to go after people and their tips just last year.,11,2026-03-21 10:21:38,20260321_0943,1,No partisan name-calling or emotional language present.,2,Emotion or exaggeration present in the claim about the IRS going after tips.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,2,Emotion or exaggeration present in the claim about the IRS.,1,No language increasing social distance or related factors.,2,Presents a biased evaluation of politicized facts regarding the IRS.,extreme_rep
1360,935,gpt-4o-2024-08-06,quote,This is the type of thing Fox News would spend days hammering if Biden had done it,10,2026-03-21 10:21:53,20260321_0943,2,Emotion or exaggeration implied by suggesting biased media coverage.,1,No support for undemocratic practices is shown.,1,No support for partisan violence is shown.,1,No support for undemocratic candidates is shown.,1,No opposition to bipartisanship is shown.,1,No social distrust is shown.,1,No social distance is shown.,2,Emotion or exaggeration implied by suggesting biased media coverage.,extreme_rep
1364,936,gpt-4o-2024-08-06,tweet,[Video] I found this on NewsBreak: Biden family and associates made $27M from foreign business after boosts from Joe Biden  https://t.co/8KOxYir0RN,9,2026-03-21 10:22:08,20260321_0943,1,The tweet does not contain partisan name-calling or emotional language.,1,The tweet does not show support for undemocratic practices or contain partisan name-calling or emotional language.,1,The tweet does not show support for partisan violence or contain partisan name-calling or emotional language.,1,The tweet does not show support for undemocratic candidates or contain partisan name-calling or emotional language.,1,The tweet does not contain language opposing bipartisanship or emotional language.,1,The tweet does not contain language that reduces social trust or emotional language.,1,The tweet does not contain language that increases social distance or emotional language.,2,The tweet presents a potentially biased evaluation of politicized facts regarding the Biden family.,extreme_rep
1368,937,gpt-4o-2024-08-06,quote,"So when this poll had you beating Biden it was accurate, now that Kamala is winning it’s fake?",9,2026-03-21 10:22:22,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,2,Implied skepticism of poll results based on partisan stance.,extreme_rep
1372,938,gpt-4o-2024-08-06,reply,"@NahBabyNah Prosecutor Kamala Harris vs rapist, convicted felon, fraudster, con man Donald Trump",14,2026-03-21 10:22:37,20260321_0943,2,"Partisan name-calling with terms like 'rapist', 'fraudster', 'con man'.",2,"Partisan name-calling present, but no direct support for undemocratic practices.",1,No support for partisan violence.,1,No support for undemocratic candidates.,2,Partisan name-calling reduces trust.,2,Partisan name-calling reduces trust.,2,"Terms like 'rapist', 'fraudster' increase distrust and distance.",2,Partisan stance with exaggerated language.,extreme_rep
1376,939,gpt-4o-2024-08-06,reply,"@JRubinBlogger It's OK, Biden already quit so you could install Kamaloe.",11,2026-03-21 10:22:52,20260321_0943,2,Partisan name-calling with 'Kamaloe'.,1,No support for undemocratic practices.,1,No support for partisan violence.,1,No support for undemocratic candidates.,2,Partisan name-calling with 'Kamaloe'.,1,No general social distrust expressed.,2,Name-calling increases social distance.,1,No biased evaluation of politicized facts.,extreme_rep
1380,940,gpt-4o-2024-08-06,reply,"@PaulSorrentino3 I'm just here to read accounts that switched from ""Biden is the will of the voters"" to ""Kamala/Walz '24"" on a dime. We need to laugh",9,2026-03-21 10:23:06,20260321_0943,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or partisan name-calling/emotion.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,2,"Mentions a shift in political stance, suggesting skepticism of political facts.",extreme_rep
1384,941,gpt-4o-2024-08-06,reply,"@StephenKing Same reason Kamala pretends Biden is fine.her along with the mainstream media lied to cover for him.
Mainstream still hasn’t explained the big lie.",13,2026-03-21 10:23:22,20260321_0943,2,Emotion or exaggeration present in 'lied to cover for him'.,2,Emotion or exaggeration present in 'lied to cover for him'.,1,No support for partisan violence.,1,No support for undemocratic candidates.,2,Emotion or exaggeration present in 'lied to cover for him'.,2,Emotion or exaggeration present in 'lied to cover for him'.,1,No terms that increase distrust or distance.,2,Emotion or exaggeration present in 'lied to cover for him'.,extreme_rep
1388,942,gpt-4o-2024-08-06,quote,"@ChrisDJackson They told Biden he was at Disneyland.

https://t.co/bdLsGANlMa",8,2026-03-21 10:23:36,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_rep
1392,943,gpt-4o-2024-08-06,reply,"@DK_Able @beinlibertarian I live in NY. All 28 electoral votes are going to Kamala. The only wasted vote is for a gun grabbing, debt raising, vaccine pushing NYC Democrat. The GOP can own this loss by voting for him. I voted Vivek. 1 out of 25 ppl in my county.",13,2026-03-21 10:23:53,20260321_0943,2,"Emotion or exaggeration present in 'gun grabbing, debt raising, vaccine pushing NYC Democrat'.",2,"Emotion or exaggeration present in 'gun grabbing, debt raising, vaccine pushing NYC Democrat'.",1,No support for partisan violence is expressed.,1,No support for undemocratic candidates is expressed.,2,"Emotion or exaggeration present in 'gun grabbing, debt raising, vaccine pushing NYC Democrat'.",1,No general social distrust is expressed.,2,"Terms that increase distrust or prejudice in 'gun grabbing, debt raising, vaccine pushing NYC Democrat'.",2,"Emotion or exaggeration present in 'gun grabbing, debt raising, vaccine pushing NYC Democrat'.",extreme_rep
1396,944,gpt-4o-2024-08-06,reply,"@rafaelshimunov She can do NO action. She is the VP, she has NO power. You have NO idea the level of control Biden likes, especially this topic. HE ALONE decides this, he might listen but I have suspicion he will NOT listen to her.This is the guy who tried to not get her to be his replacement.1/",11,2026-03-21 10:24:09,20260321_0943,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,2,Emotion or exaggeration present in suspicion about Biden's control.,2,Emotion or exaggeration present in suspicion about Biden's control.,1,No language increasing social distance or distrust.,2,Emotion or exaggeration present in suspicion about Biden's control.,extreme_rep
1400,945,gpt-4o-2024-08-06,reply,@BMDWrigley @MilaLovesJoe Biden didn’t put a stop to drilling. The US is producing more now than ever. You believe lies. I believe in facts.,10,2026-03-21 10:24:22,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,2,Emotion present in 'You believe lies' indicating distrust.,1,No language indicating social distance or distrust.,2,"Presents facts with a partisan stance, indicating skepticism of opposing views.",extreme_rep
1404,946,gpt-4o-2024-08-06,quote,"""A Democracy?"" Yet she was a co-conspirator on the coup against Joe Biden. 🇺🇸⚓️🗳️🇮🇱",14,2026-03-21 10:24:37,20260321_0943,2,The term 'co-conspirator' implies partisan animosity through emotion or exaggeration.,2,The tweet implies undemocratic practices by mentioning a 'coup against Joe Biden' with emotional language.,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,"The term 'co-conspirator' reduces trust, indicating opposition to bipartisanship.",2,"The term 'co-conspirator' reduces trust, indicating social distrust.",2,The term 'co-conspirator' increases distrust and distance.,2,"The tweet presents a controversial issue with a partisan stance, using the term 'coup'.",extreme_rep
1408,947,gpt-4o-2024-08-06,reply,@Samuelvonbig I honestly don't know what you're asking. Is Joe Biden going to box someone or what?,8,2026-03-21 10:24:50,20260321_0943,1,No partisan name-calling or emotion/exaggeration present.,1,No support for undemocratic practices or related factors present.,1,No support for partisan violence or related factors present.,1,No support for undemocratic candidates or related factors present.,1,No opposition to bipartisanship or related factors present.,1,No social distrust or related factors present.,1,No social distance or related factors present.,1,No biased evaluation of politicized facts or related factors present.,extreme_rep
1412,948,gpt-4o-2024-08-06,reply,@mjfree I can't afford gas to get to work or afford food for my family. The Biden economy sucks. You don't have to tell anyone you got tired of this crap and voted for Kamala. Nobody has to know and you will feel happier instantly.,10,2026-03-21 10:25:04,20260321_0943,2,Emotion or exaggeration present in 'The Biden economy sucks'.,1,No support for undemocratic practices or name-calling.,1,No support for partisan violence or name-calling.,1,No support for undemocratic candidates or name-calling.,1,No opposition to bipartisanship or name-calling.,1,No social distrust or name-calling.,1,No social distance or terms that increase distrust.,2,Emotion or exaggeration present in 'The Biden economy sucks'.,extreme_rep
1416,949,gpt-4o-2024-08-06,reply,@catturd2 Hey Jack White have you looked in the mirror lately.  You look like one of the dead ones that voted for Biden.,14,2026-03-21 10:25:19,20260321_0943,2,Partisan name-calling with 'dead ones that voted for Biden'.,2,Emotion or exaggeration with 'dead ones that voted for Biden'.,1,No support for partisan violence.,1,No support for undemocratic candidates.,2,Emotion or exaggeration with 'dead ones that voted for Biden'.,2,Emotion or exaggeration with 'dead ones that voted for Biden'.,2,Terms that increase distrust with 'dead ones that voted for Biden'.,2,Emotion or exaggeration with 'dead ones that voted for Biden'.,extreme_rep
1420,950,gpt-4o-2024-08-06,tweet,"What A Fight Over $2,000 Checks Says About The Left''s Approach To Biden. Does the latest progressive criticism of Biden''s COVID-19 relief bill reflect appropriate skepticism -- or a refusal to take yes for an answer? $BOME $XRP",9,2026-03-21 10:25:32,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or partisan name-calling present.,1,No support for partisan violence or related language present.,1,No support for undemocratic candidates or related language present.,1,No opposition to bipartisanship or related language present.,1,No social distrust or related language present.,1,No social distance or related language present.,2,"Presents a partisan stance on Biden's relief bill, indicating skepticism.",extreme_rep
1424,951,gpt-4o-2024-08-06,tweet,Welfare state expansions are very hard to roll back. Expanding social benefits is a key measure of the success of Democratic presidents. Biden had none. https://t.co/z5DpXNtiUG https://t.co/UeknZPq63p,8,2026-03-21 10:25:45,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or partisan name-calling/emotion.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,extreme_rep
1428,952,gpt-4o-2024-08-06,tweet,Biden stepped aside but he's still fighting for Americans—and Harris    https://t.co/zM8tQijoq6,8,2026-03-21 10:25:58,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_rep
1432,953,gpt-4o-2024-08-06,reply,"@VP scared and timid
Kamala Harris Dodges Debating Donald Trump in Third Proposed Matchup  https://t.co/5Avo3ckGsb via @BreitbartNews",11,2026-03-21 10:26:13,20260321_0943,2,The tweet uses name-calling by describing Kamala Harris as 'scared and timid'.,1,The tweet does not show support for undemocratic practices or use partisan name-calling or exaggeration related to undemocratic practices.,1,The tweet does not show support for partisan violence or use name-calling or exaggeration related to violence.,1,The tweet does not show support for undemocratic candidates or use name-calling or exaggeration related to candidates.,2,"The tweet uses name-calling which can reduce trust, describing Kamala Harris as 'scared and timid'.",1,The tweet does not express general social distrust.,1,The tweet does not express resistance to interpersonal contact with outpartisans.,2,"The tweet presents a partisan stance by sharing a Breitbart News link, which may indicate bias.",extreme_rep
1436,954,gpt-4o-2024-08-06,quote,"We have so much to thank President Biden for. Instead of fulfilling his own dream, he’s looking out for ours.",8,2026-03-21 10:26:27,20260321_0943,1,No partisan name-calling or emotion/exaggeration present.,1,No support for undemocratic practices or partisan name-calling/emotion present.,1,No support for partisan violence or related language present.,1,No support for undemocratic candidates or related language present.,1,No opposition to bipartisanship or related language present.,1,No social distrust or related language present.,1,No social distance or related language present.,1,No biased evaluation of politicized facts or related language present.,extreme_rep
1440,955,gpt-4o-2024-08-06,reply,@hasanthehun it would have been even funnier if Biden dropped out the same day 😂,8,2026-03-21 10:26:41,20260321_0943,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or partisan name-calling/emotion.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,extreme_rep
1444,956,gpt-4o-2024-08-06,reply,"@GOP Translation 

Kamala Harris is STRONG 
She is successful and that success is why she is CURRENTLY the

VICE PRESIDENT OF THE UNITED STATES OF AMERICA 🇺🇸 
and that experience makes her qualified to be the Next President of the United States of America 
 ⚠️ Yes she’s dangerous ⚠️👀",9,2026-03-21 10:26:55,20260321_0943,1,No partisan name-calling or emotional exaggeration against opposing partisans.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,2,Emotion or exaggeration present in describing Kamala Harris as 'dangerous'.,extreme_rep
1448,957,gpt-4o-2024-08-06,reply,"@KamalaHQ 780,000 died under Biden with vaccine mandates. And Trump didn’t tell people to inject bleach. 

You lie just like Kamala. https://t.co/ckt6ZPLd0D",15,2026-03-21 10:27:09,20260321_0943,2,Partisan name-calling with 'You lie just like Kamala'.,2,"Emotion or exaggeration with '780,000 died under Biden with vaccine mandates'.",1,No support for partisan violence.,1,No support for undemocratic candidates.,2,Partisan name-calling reduces trust.,2,Partisan name-calling reduces trust.,2,Partisan name-calling increases distrust.,3,Biased evaluation with 'Trump didn’t tell people to inject bleach' and emotion with 'You lie just like Kamala'.,extreme_rep
1452,958,gpt-4o-2024-08-06,quote,hate biden but he ate that one lil thing,9,2026-03-21 10:27:23,20260321_0943,2,The phrase 'hate biden' indicates partisan animosity through emotion.,1,No support for undemocratic practices is evident.,1,No support for partisan violence is evident.,1,No support for undemocratic candidates is evident.,1,No opposition to bipartisanship is evident.,1,No social distrust is evident.,1,No social distance is evident.,1,No biased evaluation of politicized facts is evident.,extreme_rep
1456,959,gpt-4o-2024-08-06,reply,@akafacehots Absolutely. Nothing happened last time and it was very fucking obvious they installed Biden.,14,2026-03-21 10:27:38,20260321_0943,2,Emotion or exaggeration with 'very fucking obvious'.,3,Challenges the legitimacy of election results with 'they installed Biden'.,1,No support for partisan violence.,1,No support for undemocratic candidates.,1,No opposition to bipartisanship.,2,Emotion or exaggeration with 'very fucking obvious'.,1,No terms that increase distrust or social distance.,3,"Challenges legitimacy of election results, showing skepticism of facts.",extreme_rep
1460,960,gpt-4o-2024-08-06,reply,@BrotherRoy55 @Eva_eva_P @akafacehots DonOld killed a perfect border bill that his own party wanted just to try and make Biden look bad.,11,2026-03-21 10:27:53,20260321_0943,2,Emotion or exaggeration is present in 'killed a perfect border bill'.,1,No support for undemocratic practices is shown.,1,No support for partisan violence is shown.,1,No support for undemocratic candidates is shown.,2,Emotion or exaggeration is present in 'killed a perfect border bill'.,1,No social distrust is evident.,1,No social distance is evident.,2,Emotion or exaggeration is present in 'killed a perfect border bill'.,extreme_rep
1464,961,gpt-4o-2024-08-06,reply,"@KeneAkers 2)of the vote. Biden picked her as her DEI VP. He wanted a woman of color. His words. No votes. Then, after 41 million votes for Biden for nominee, a coup was planned by Nancy, Obama, Chuck &amp; Kamala to boot Joe out and install Kamala. Do you see how Kamala never EARNED anything?",15,2026-03-21 10:28:08,20260321_0943,2,"Emotion or exaggeration present in the claim of a coup planned by Nancy, Obama, Chuck & Kamala.",2,"Emotion or exaggeration in the claim of a coup, but no direct support for undemocratic practices.",1,No support for partisan violence is present.,1,No support for undemocratic candidates is present.,2,"Emotion or exaggeration in the claim of a coup, reducing trust.",2,"Emotion or exaggeration in the claim of a coup, reducing trust.",2,Terms like 'coup' increase distrust and distance.,3,Presents a biased evaluation of political facts with emotion and exaggeration.,extreme_rep
1468,962,gpt-4o-2024-08-06,reply,@kerpen Biden is pure evil. He’s like a mafia don.,16,2026-03-21 10:28:23,20260321_0943,3,Partisan name-calling ('Biden is pure evil') and emotion/exaggeration ('mafia don').,2,"Emotion/exaggeration ('pure evil', 'mafia don') without explicit support for undemocratic practices.",2,"Emotion/exaggeration ('pure evil', 'mafia don') without explicit support for partisan violence.",1,No support for undemocratic candidates is expressed.,2,"Emotion/exaggeration ('pure evil', 'mafia don') reduces trust.",2,"Emotion/exaggeration ('pure evil', 'mafia don') reduces trust.",2,"Terms ('pure evil', 'mafia don') increase distrust and distance.",2,"Emotion/exaggeration ('pure evil', 'mafia don') without specific politicized facts.",extreme_rep
1472,963,gpt-4o-2024-08-06,reply,@HotmerRobin @BeverlyBlueWave @thejackhopkins Basically what you and Biden advocate is no more constitution only do what they are told to do by the democrats.  That’s not democracy nor our republic.  It is something Putin or China would be proud of.  Guess that’s where democrats get their marching orders,19,2026-03-21 10:28:38,20260321_0943,3,Partisan name-calling ('democrats') and emotion/exaggeration ('Putin or China would be proud').,3,"Shows support for undemocratic practices by implying Democrats undermine democracy, with partisan name-calling and exaggeration.",1,No support for partisan violence is expressed.,1,No support for undemocratic candidates is expressed.,3,Name-calling ('democrats') and exaggeration ('Putin or China would be proud') reduce trust.,3,Name-calling and exaggeration reduce trust in Democrats.,2,Terms increase distrust and distance ('democrats get their marching orders').,3,Presents a biased evaluation of Democrats with exaggeration ('Putin or China would be proud').,extreme_rep
1476,964,gpt-4o-2024-08-06,reply,@EdKrassen @Thecryptolord_ What do you think Biden’s sentence for his FEDERAL convictions should be?,8,2026-03-21 10:28:52,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_rep
1480,965,gpt-4o-2024-08-06,reply,@ProudElephantUS That’s hilarious! Biden is probably the most racist politician there’s been in the last 40-50 years!😂,12,2026-03-21 10:29:05,20260321_0943,2,Emotion or exaggeration is present with the claim that Biden is the most racist politician in 40-50 years.,1,No support for undemocratic practices is evident.,1,No support for partisan violence is evident.,1,No support for undemocratic candidates is evident.,2,Emotion or exaggeration is present with the claim about Biden's racism.,1,No general social distrust is evident.,2,The claim about Biden's racism increases distrust and distance.,2,Emotion or exaggeration is present with the claim about Biden's racism.,extreme_rep
1484,966,gpt-4o-2024-08-06,reply,@RepSwalwell biden isnt well yet hes still able to run this country into the ground,11,2026-03-21 10:29:18,20260321_0943,2,Emotion or exaggeration present in 'run this country into the ground'.,1,No support for undemocratic practices or name-calling.,1,No support for partisan violence or name-calling.,1,No support for undemocratic candidates or name-calling.,2,Emotion or exaggeration present in 'run this country into the ground'.,1,No social distrust or name-calling.,1,No terms that increase distrust or social distance.,2,Emotion or exaggeration present in 'run this country into the ground'.,extreme_rep
1488,967,gpt-4o-2024-08-06,reply,"@CarlBradley737 @jeffreyatucker Totally agree with your post, big fan of @jeffreyatucker as well
But to think Biden would ANYTHING remotely close to what he thought, baffles me",9,2026-03-21 10:29:31,20260321_0943,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,2,"Expresses skepticism about Biden's actions, indicating a partisan stance.",extreme_rep
1492,968,gpt-4o-2024-08-06,reply,"@Roshan_Rinaldi Trump is aging badly, I mean dude is looking more like Biden every single time I see this guy. Incredible what politics does to its victims of greed. Harris I hope after her 8th year will look as beautiful as she does now...even Obama took a hit",8,2026-03-21 10:29:46,20260321_0943,1,No partisan name-calling or strong emotion/exaggeration present.,1,No support for undemocratic practices or related name-calling/emotion.,1,No support for partisan violence or related name-calling/emotion.,1,No support for undemocratic candidates or related name-calling/emotion.,1,No opposition to bipartisanship or related name-calling/emotion.,1,No social distrust or related name-calling/emotion.,1,No social distance or related distrust/emotion.,1,No biased evaluation of politicized facts or related emotion.,extreme_rep
1496,969,gpt-4o-2024-08-06,reply,@DC_Draino If Biden was still running we wouldn’t be seeing this right now..,8,2026-03-21 10:30:00,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_rep
