annotation_id,tweet_id,llm_name_version,post_type,text,total_score,date,annotation_session,V1,V1_reason,V2,V2_reason,V3,V3_reason,V4,V4_reason,V5,V5_reason,V6,V6_reason,V7,V7_reason,V8,V8_reason,framing_condition
1839,1055,gpt-4o-2024-08-06,quote,"I said this in November before Biden dropped out, so it's more like 2032 now. The sentiment is the same, Warnock is going to be President!!!",8,2026-03-21 10:51:39,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or partisan name-calling present.,1,No support for partisan violence or related language present.,1,No support for undemocratic candidates or related language present.,1,No opposition to bipartisanship or related language present.,1,No social distrust or related language present.,1,No social distance or related language present.,1,No biased evaluation of politicized facts or related language present.,extreme_dem
1843,1056,gpt-4o-2024-08-06,reply,@LeenieK22 @BonnieLR_Writes @tomcolicchio 😂😂😂Biden's been kicked to the curb by his own party. Spare me. 😂😂😂😂,9,2026-03-21 10:51:55,20260321_0943,2,The tweet uses emotion or exaggeration with '😂😂😂' and 'Spare me.',1,There is no support for undemocratic practices or partisan name-calling.,1,There is no support for partisan violence or related language.,1,There is no support for undemocratic candidates or related language.,1,There is no opposition to bipartisanship or related language.,1,There is no social distrust or related language.,1,There is no social distance or related language.,1,There is no biased evaluation of politicized facts or related language.,extreme_dem
1847,1057,gpt-4o-2024-08-06,reply,"@hakeemjeffries The entirety of this post is a lie..

Trump isn't afraid

Kamala isn't going to smoke anyone, she has yet to get even a single primary vote

Kamala &amp; Biden are the frauds, Kamala helped conceal the decrepit &amp; incapacitated state of Biden - there's the fraud",14,2026-03-21 10:52:11,20260321_0943,2,Partisan name-calling with 'frauds' and emotional language like 'decrepit & incapacitated'.,2,Emotion and exaggeration present in calling Kamala and Biden 'frauds'.,1,No support for partisan violence is evident.,1,No support for undemocratic candidates is evident.,2,"Emotion and exaggeration present, reducing trust in political figures.",2,"Emotion and exaggeration present, reducing trust in political figures.",2,Terms like 'frauds' increase distrust and distance.,2,Emotion and exaggeration present in discussing political figures.,extreme_dem
1851,1058,gpt-4o-2024-08-06,reply,@FoxNews Brought to you by Obama and Biden,8,2026-03-21 10:52:25,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_dem
1855,1059,gpt-4o-2024-08-06,tweet,Think of your next President in terms of your doctor. Would you rather have a doctor that you didn’t like or even respect but who also saved your life or a doctor you love and respect who botched your surgery? #sundayvibes #KamalaHarris #Trump2024 #Election2024,8,2026-03-21 10:52:40,20260321_0943,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or related language.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,extreme_dem
1859,1060,gpt-4o-2024-08-06,reply,@SkyNews He’s kind of right- we don’t need 4 more years of Biden/Harris.,8,2026-03-21 10:52:54,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_dem
1863,1061,gpt-4o-2024-08-06,reply,@CalltoActivism Biden is inciting violence,10,2026-03-21 10:53:09,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,2,Accusation of inciting violence suggests emotion or exaggeration.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No terms increasing social distance or emotional language present.,2,Accusation of inciting violence suggests a biased evaluation of facts.,extreme_dem
1867,1062,gpt-4o-2024-08-06,reply,"The other candidate  has been. Convicted of 34 felonies with more trials to come  

His daughter  also used a private email server ......the details of her emails remain a mystery. 

Pres. Biden, Hillary and Kamala harris have been called ""corrupt  radical,crooked, treasonous",13,2026-03-21 10:53:25,20260321_0943,2,"The tweet uses partisan name-calling by listing negative terms like 'corrupt', 'radical', 'crooked', 'treasonous'.",1,The tweet does not show support for undemocratic practices or use name-calling or exaggeration in that context.,1,There is no support for partisan violence or related name-calling or exaggeration.,1,The tweet does not show support for undemocratic candidates.,2,"The tweet uses terms that reduce trust, such as 'corrupt' and 'crooked'.",2,"The tweet uses terms that reduce trust, such as 'corrupt' and 'crooked'.",2,"The tweet uses terms that increase distrust, such as 'corrupt' and 'crooked'.",2,"The tweet presents politicized facts with a partisan stance, mentioning convictions and private email server use.",extreme_dem
1871,1063,gpt-4o-2024-08-06,reply,@ninaturner She was right.  I applaud her for taking on the Gaza death cult.  She gave this group an audience.  She is trying to address this important issue.  These people are more interested in punishing her and Biden than actually finding a solution.  Say hello to Genocide Don.,14,2026-03-21 10:53:41,20260321_0943,2,The term 'Genocide Don' is partisan name-calling.,2,The tweet uses partisan name-calling with 'Genocide Don'.,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,The term 'Genocide Don' reduces trust and indicates opposition to bipartisanship.,2,The term 'Genocide Don' reduces trust.,2,The term 'Genocide Don' increases social distance.,2,The tweet presents a partisan stance with 'Genocide Don'.,extreme_dem
1875,1064,gpt-4o-2024-08-06,tweet,Biden thanks campaign staff with ice cream social after ending election bid. - https://t.co/LszqaEgiKi,8,2026-03-21 10:53:55,20260321_0943,1,No partisan animosity or name-calling present.,1,No support for undemocratic practices or partisan name-calling present.,1,No support for partisan violence or related language present.,1,No support for undemocratic candidates or related language present.,1,No opposition to bipartisanship or related language present.,1,No social distrust or related language present.,1,No social distance or related language present.,1,No biased evaluation of politicized facts or related language present.,extreme_dem
1879,1065,gpt-4o-2024-08-06,tweet,"Looky there, #JoeBiden #kamalot2024 saving Americans Billions of dollars, who's not down with that?
'Could see the emotion' on Biden's face during first official event with... https://t.co/IK2KSA4owO via @YouTube",8,2026-03-21 10:54:09,20260321_0943,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or partisan name-calling present.,1,No support for partisan violence or related language present.,1,No support for undemocratic candidates or related language present.,1,No opposition to bipartisanship or related language present.,1,No social distrust or related language present.,1,No social distance or related language present.,1,No biased evaluation of politicized facts or related language present.,extreme_dem
1883,1066,gpt-4o-2024-08-06,reply,@harryjsisson How’s your candidate Harry? Biden kicking ass?,8,2026-03-21 10:54:23,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_dem
1887,1067,gpt-4o-2024-08-06,reply,@jasonllevin President Biden is wicked smart,8,2026-03-21 10:54:36,20260321_0943,1,No partisan animosity or name-calling present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,extreme_dem
1891,1068,gpt-4o-2024-08-06,reply,@lotta_love43 @AafkodeVries @ZelenskyyUa Didn't Joe Biden just give him the cash for the new place?,8,2026-03-21 10:54:51,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_dem
1895,1069,gpt-4o-2024-08-06,reply,"@MikeLeighTorres @KurtSchlichter @JimHansonDC @SebGorka @breeadail Walz is Biden 2.0. They're both massive liars, imo.",14,2026-03-21 10:55:06,20260321_0943,2,Partisan name-calling with 'massive liars'.,2,Partisan name-calling with 'massive liars'.,1,No support for partisan violence.,1,No support for undemocratic candidates.,2,Partisan name-calling with 'massive liars'.,2,Partisan name-calling with 'massive liars'.,2,Partisan name-calling with 'massive liars'.,2,Emotion or exaggeration with 'massive liars'.,extreme_dem
1899,1070,gpt-4o-2024-08-06,reply,"@MarkHamill MARK HAMIL, BIDEN IS GREAT, ON TOP OF HIS 
GAME.
Flipper helped with the betrayal. 
Not a good friend to have.
Slimey.",12,2026-03-21 10:55:24,20260321_0943,2,The tweet uses name-calling with 'Slimey' and shows emotion with 'betrayal'.,1,There is no support for undemocratic practices or related name-calling or exaggeration.,1,There is no support for partisan violence or related name-calling or exaggeration.,1,There is no support for undemocratic candidates or related name-calling or exaggeration.,2,"The tweet uses name-calling with 'Slimey', which reduces trust.",2,"The tweet uses name-calling with 'Slimey', which reduces trust.",2,"The tweet uses terms like 'betrayal' and 'Slimey', increasing distrust and distance.",1,There is no biased evaluation of politicized facts or related emotion or exaggeration.,extreme_dem
1903,1071,gpt-4o-2024-08-06,reply,"@JR10170033 @DefiyantlyFree When Biden came into office inflation was 1.4%, Biden keeps lying inflation was at 9%. 
Again, he didn’t create “new” jobs, the majority of people went back to work!",9,2026-03-21 10:55:42,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,2,Presents a biased evaluation of politicized facts regarding inflation and job creation.,extreme_dem
1907,1072,gpt-4o-2024-08-06,quote,Can someone explain to these assw!pes Biden is retiring!!,12,2026-03-21 10:55:56,20260321_0943,2,Partisan name-calling with 'assw!pes'.,1,No support for undemocratic practices.,1,No support for partisan violence.,1,No support for undemocratic candidates.,2,Partisan name-calling with 'assw!pes'.,2,Partisan name-calling with 'assw!pes'.,2,Partisan name-calling with 'assw!pes'.,1,No biased evaluation of politicized facts.,extreme_dem
1911,1073,gpt-4o-2024-08-06,reply,@CaptMarkKelly @KamalaHarris The Biden administration has done nothing to reduce the cost of education.  One time debt relief as tuition grows exponentially is not exactly lowering the cost of education.  What happens 10 years from now as borrowing continues every year,9,2026-03-21 10:56:10,20260321_0943,1,The tweet does not contain partisan name-calling or emotional exaggeration.,1,The tweet does not show support for undemocratic practices or contain partisan name-calling or emotional exaggeration.,1,The tweet does not show support for partisan violence or contain partisan name-calling or emotional exaggeration.,1,The tweet does not show support for undemocratic candidates or contain partisan name-calling or emotional exaggeration.,1,The tweet does not contain name-calling or emotional exaggeration that would indicate opposition to bipartisanship.,1,The tweet does not contain language that indicates social distrust.,1,The tweet does not contain language that indicates social distance.,2,"The tweet presents a critical view of the Biden administration's education policy, which could be seen as a partisan stance.",extreme_dem
1915,1074,gpt-4o-2024-08-06,tweet,"If the widely reported Tony Bobulinski revelations about the Biden crime family which broke before the election of 2020 didn't stop Biden from getting into the WH, does anyone really believe Stolen Valor, or anything else for that matter will hurt Walz/Harris in any lasting way?",16,2026-03-21 10:56:26,20260321_0943,3,The tweet uses partisan name-calling ('Biden crime family') and exaggeration ('Stolen Valor').,2,The tweet uses partisan name-calling ('Biden crime family') but does not explicitly support undemocratic practices.,1,There is no support for partisan violence in the tweet.,1,The tweet does not show support for undemocratic candidates.,2,"The tweet uses partisan name-calling ('Biden crime family'), which reduces trust.",2,"The tweet uses partisan name-calling ('Biden crime family'), which reduces trust.",2,The tweet uses terms that increase distrust ('Biden crime family') but does not include events that damage communities.,3,"The tweet presents a biased evaluation of politicized facts ('Biden crime family', 'Stolen Valor') with exaggeration.",extreme_dem
1919,1075,gpt-4o-2024-08-06,reply,"@bruce_steiner I would say that after 9 years of attacks and using the Federal Government illegally they finally put him in jail, but no worries the people will vote for him anyway because he is that much better than anything the Dems bring to the table. Biden's belongs in jail, both of them.",18,2026-03-21 10:56:43,20260321_0943,3,Partisan name-calling ('Biden's belongs in jail') and emotion/exaggeration ('he is that much better than anything the Dems bring to the table').,2,Emotion/exaggeration ('using the Federal Government illegally') but no explicit support for undemocratic practices.,1,No support for partisan violence is expressed.,2,Shows support for an undemocratic candidate ('the people will vote for him anyway').,3,Partisan name-calling and emotion/exaggeration ('Biden's belongs in jail').,2,Emotion/exaggeration ('using the Federal Government illegally').,2,Terms that increase distrust ('Biden's belongs in jail').,3,Biased evaluation of politicized facts ('using the Federal Government illegally') and emotion/exaggeration.,extreme_dem
1923,1076,gpt-4o-2024-08-06,reply,@CBSNews Why isn’t this flagged for misinformation? The headline makes it seem that the tampons were provided for girls. This would be a lie. The tampons were mandated to be placed in the boys bathroom. Ridiculous gaslighting by the propaganda wing of the Biden/Harris administration.,15,2026-03-21 10:57:00,20260321_0943,2,Emotion or exaggeration is present with terms like 'ridiculous gaslighting' and 'propaganda wing'.,2,Emotion or exaggeration is present with terms like 'ridiculous gaslighting' and 'propaganda wing'.,1,No support for partisan violence is present.,1,No support for undemocratic candidates is present.,2,Emotion or exaggeration is present with terms like 'ridiculous gaslighting' and 'propaganda wing'.,2,Emotion or exaggeration is present with terms like 'ridiculous gaslighting' and 'propaganda wing'.,2,Terms like 'propaganda wing' increase distrust and distance.,3,Presents a biased evaluation of facts with terms like 'propaganda wing' and 'ridiculous gaslighting'.,extreme_dem
1927,1077,gpt-4o-2024-08-06,reply,@RachelBitecofer @TinaMF1 Thank you President Joe Biden✨🫶✨,8,2026-03-21 10:57:13,20260321_0943,1,No partisan animosity or name-calling present.,1,No support for undemocratic practices or partisan name-calling present.,1,No support for partisan violence or related language present.,1,No support for undemocratic candidates or related language present.,1,No opposition to bipartisanship or related language present.,1,No social distrust or related language present.,1,No social distance or related language present.,1,No biased evaluation of politicized facts or related language present.,extreme_dem
1931,1078,gpt-4o-2024-08-06,quote,Thank you @Tim_Walz for your service 🦅🇺🇸💙💙💙💙💙💙🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🗳️🗳️🗳️🗳️🗳️🗳️🗳️🗳️🗳️🗳️🗳️🗳️🗳️🗳️🗳️🗳️🗳️🗳️🗳️ #VoteBlueUpandDownBallot #VoteHarrisWalz2024,8,2026-03-21 10:57:28,20260321_0943,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or partisan name-calling present.,1,No support for partisan violence or related language present.,1,No support for undemocratic candidates or related language present.,1,No opposition to bipartisanship or related language present.,1,No social distrust or related language present.,1,No social distance or related language present.,1,No biased evaluation of politicized facts or related language present.,extreme_dem
1935,1079,gpt-4o-2024-08-06,reply,@OC_Scanner And yet Fox will air both Biden and Kamala live as well as Trump.,8,2026-03-21 10:57:43,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_dem
1939,1080,gpt-4o-2024-08-06,reply,"@jerrykirby54 Like Biden wanted to do to. 

They’re both so dense",12,2026-03-21 10:57:58,20260321_0943,2,The tweet uses derogatory language ('dense') which indicates partisan animosity.,1,There is no support for undemocratic practices in the tweet.,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,"The use of 'dense' reduces trust, indicating opposition to bipartisanship.",2,"The term 'dense' reduces trust, indicating social distrust.",2,The term 'dense' increases social distance by fostering negative perceptions.,1,There is no biased evaluation of politicized facts in the tweet.,extreme_dem
1943,1081,gpt-4o-2024-08-06,reply,"@w_terrence Disgraceful, Biden and Harris should be ashamed of themselves.  Blood is on their hands for when the military left and any American that gets killed from the weapons left behind.",12,2026-03-21 10:58:15,20260321_0943,2,Emotion or exaggeration is present with 'disgraceful' and 'ashamed of themselves'.,1,No support for undemocratic practices is evident.,1,No support for partisan violence is evident.,1,No support for undemocratic candidates is evident.,2,Emotion or exaggeration is present with 'disgraceful' and 'ashamed of themselves'.,1,No general social distrust is evident.,2,Terms like 'disgraceful' and 'ashamed' increase distrust.,2,Emotion or exaggeration is present with 'blood is on their hands'.,extreme_dem
1947,1082,gpt-4o-2024-08-06,reply,@bryanbehar You'll have to ask Biden why he is like that.,8,2026-03-21 10:58:30,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_dem
1951,1083,gpt-4o-2024-08-06,reply,@Nelly_S33 @jimlibertarian @RealAlexJones Why thank you 🙏 I’m having a lovely day. Do you really think BIDEN is a fine example of a President? Does he inspire a nation? The man can barely complete a sentence let alone run a country and old Camala slept her way to the top,14,2026-03-21 10:58:45,20260321_0943,2,The tweet includes partisan name-calling ('old Camala slept her way to the top') and emotion ('barely complete a sentence').,2,The tweet does not support undemocratic practices but includes partisan name-calling and emotion.,1,There is no support for partisan violence or related language.,1,There is no support for undemocratic candidates.,2,"The tweet includes partisan name-calling and emotion, reducing trust.",2,"The tweet includes name-calling and emotion, which can reduce social trust.",2,The tweet includes terms that increase distrust and emotion.,2,The tweet presents a biased evaluation of Biden's capabilities with emotion.,extreme_dem
1955,1084,gpt-4o-2024-08-06,reply,"@JBellSATX @AVindman @halbritz @jeremyherb If you read my timeline I'm actually hoping they don't get rid of this clown because he will drag down the whole democommie tix. Its all going to be moot soon, hes going to be Biden real quick. Normal people wont vote for stolen valor",15,2026-03-21 10:59:00,20260321_0943,3,Partisan name-calling with 'democommie' and emotional language like 'clown'.,2,Partisan name-calling with 'democommie' but no direct support for undemocratic practices.,1,No support for partisan violence is evident.,1,No support for undemocratic candidates is evident.,2,Partisan name-calling with 'democommie' but no explicit opposition to bipartisanship.,2,Partisan name-calling with 'democommie' but no general social distrust.,2,Partisan name-calling with 'democommie' but no events that damage communities.,2,Emotion and exaggeration with 'stolen valor' but no specific politicized facts.,extreme_dem
1959,1085,gpt-4o-2024-08-06,reply,@harris_wins People better educate themselves … she’s lying about the SHIT SHE &amp; Biden had for border control issues . Ask the border patrols . I have &amp; all they wanted was Trumps policies back. What Kamala did was Not helping border issues . Read the damn shit they wanted.,12,2026-03-21 10:59:17,20260321_0943,2,"Emotion or exaggeration is present in the language used, such as 'lying' and 'Read the damn shit'.",1,There is no support for undemocratic practices or related name-calling.,1,There is no support for partisan violence or related name-calling.,1,There is no support for undemocratic candidates or related name-calling.,2,"Emotion or exaggeration is present, such as 'lying' and 'Read the damn shit'.",2,"Emotion or exaggeration is present, such as 'lying' and 'Read the damn shit'.",1,"There is no language that increases distrust, distance, or insecurity.",2,The tweet presents a biased evaluation of facts regarding border control policies.,extreme_dem
1963,1086,gpt-4o-2024-08-06,reply,@OcalaMike20 @txsalth2o And you are 100% wrong and leading economists will tell you that … the collapse of global supply chains caused over 50% of the inflation in Biden’s first couple years,9,2026-03-21 10:59:31,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,2,Presents a politicized fact about inflation with a partisan stance.,extreme_dem
1967,1087,gpt-4o-2024-08-06,tweet,"If Biden had to step down, Jerry Jones should have to step down. #cowboys",8,2026-03-21 10:59:46,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,extreme_dem
1971,1088,gpt-4o-2024-08-06,tweet,Labour Left Red-Faced as Biden Eco-Policies Falter https://t.co/CYfJgVSMsy via @guidofawkes,8,2026-03-21 11:00:00,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_dem
1975,1089,gpt-4o-2024-08-06,reply,"@harris_wins I beg to differ…
BREAKING:
CNBC poll finds that By a 2 to 1 margin (40-21%) voters think they will be better off financially if Trump wins. That’s huge &amp; Let’s Go!

Also…Donald Trump is leading Kamala Harris by five points, 49-44, according to new polling from Rasmussen Reports",9,2026-03-21 11:00:20,20260321_0943,1,The tweet does not contain partisan name-calling or emotional exaggeration.,1,The tweet does not show support for undemocratic practices or contain partisan name-calling or emotional exaggeration.,1,The tweet does not show support for partisan violence or contain partisan name-calling or emotional exaggeration.,1,The tweet does not show support for undemocratic candidates or contain partisan name-calling or emotional exaggeration.,1,The tweet does not contain name-calling or emotional exaggeration that would indicate opposition to bipartisanship.,1,The tweet does not contain language that indicates social distrust.,1,The tweet does not contain language that indicates social distance.,2,"The tweet presents polling data with a partisan stance, suggesting bias in the evaluation of politicized facts.",extreme_dem
1979,1090,gpt-4o-2024-08-06,reply,@GlobalEcho_ You mean like he did in 2020 with Biden,8,2026-03-21 11:00:36,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_dem
1983,1091,gpt-4o-2024-08-06,reply,@TeaPainUSA Joe Biden doesn’t know where he is at this moment.,8,2026-03-21 11:00:52,20260321_0943,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,extreme_dem
1987,1092,gpt-4o-2024-08-06,reply,"@GuntherEagleman @CollinRugg I’m a white gal, older, and I have cats. But I’m not on the Harris train. You can wrap all that crappy socialism in a tasty piece of homemade bread, but I’m not going for it. She’s another puppet like Biden -  she’s a shell of “joy” with the one behind the curtain/evil inside.",14,2026-03-21 11:01:12,20260321_0943,2,Emotion or exaggeration is present in the description of Harris as a 'puppet' and 'shell of joy'.,2,Emotion or exaggeration is present in the description of socialism as 'crappy'.,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,Emotion or exaggeration is present in the negative portrayal of Harris and Biden.,2,Emotion or exaggeration is present in the negative portrayal of political figures.,2,Terms like 'puppet' and 'shell of joy' increase distrust and distance.,2,Emotion or exaggeration is present in the biased evaluation of Harris and Biden.,extreme_dem
1991,1093,gpt-4o-2024-08-06,tweet,Kamala Harris RETURNS to Joint Base Andrews wearing USA Jacket After HIS... https://t.co/pIOg92SbjT via @YouTube,8,2026-03-21 11:01:30,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_dem
1995,1094,gpt-4o-2024-08-06,tweet,Fact Sheet: Biden-Harris Administration Announces Priorities for Enhancing the Digital Ecosystem to Support a Secure Energy Future https://t.co/eq4knVbJUA via @whitehouse,8,2026-03-21 11:01:46,20260321_0943,1,No partisan animosity or name-calling present.,1,No support for undemocratic practices or partisan language present.,1,No support for partisan violence or related language present.,1,No support for undemocratic candidates or related language present.,1,No opposition to bipartisanship or related language present.,1,No social distrust or related language present.,1,No social distance or related language present.,1,No biased evaluation of politicized facts or related language present.,extreme_dem
1999,1095,gpt-4o-2024-08-06,reply,"@Noahpinion For all the people who propped up Biden and still prop up Harris for their speeches, you can’t speak on Trump.",9,2026-03-21 11:02:02,20260321_0943,2,"The tweet implies partisan animosity by criticizing those who support Biden and Harris, suggesting a dislike for opposing partisans.",1,There is no support for undemocratic practices in the tweet.,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,1,There is no opposition to bipartisanship in the tweet.,1,There is no social distrust expressed in the tweet.,1,There is no social distance expressed in the tweet.,1,There is no biased evaluation of politicized facts in the tweet.,extreme_dem
2003,1096,gpt-4o-2024-08-06,quote,"If only DT loves wife, youngest son or his grandkids as Pres. Biden loves his whole family, @FoxNews would never say those insulting words to a man everyone has seen hugging, kissing his wife, granddaughter to his grown son. DT has never shown affection/loving words to his family",10,2026-03-21 11:02:18,20260321_0943,2,Emotion or exaggeration present in contrasting DT with Biden.,1,No support for undemocratic practices is shown.,1,No support for partisan violence is shown.,1,No support for undemocratic candidates is shown.,1,No opposition to bipartisanship is shown.,1,No social distrust is shown.,1,No social distance is shown.,2,Emotion or exaggeration in discussing family affection.,extreme_dem
2007,1097,gpt-4o-2024-08-06,quote,“Why don’t you just do it right now?” says the man who is part of the majority in the House that would stop Biden-Harris from doing pretty much anything they want to do that requires legislation. Absolute brainrot from a sitting Congressman,13,2026-03-21 11:02:35,20260321_0943,2,The term 'brainrot' is an example of partisan name-calling.,2,The tweet uses the term 'brainrot' which is partisan name-calling.,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,The term 'brainrot' reduces trust and indicates opposition to bipartisanship.,2,"The term 'brainrot' reduces trust, indicating social distrust.",2,The term 'brainrot' increases social distance by fostering distrust.,1,The tweet does not present a biased evaluation of politicized facts.,extreme_dem
2011,1098,gpt-4o-2024-08-06,reply,@betsye99 @Freedom7Restore @JoeBiden She wasn’t nominated because Biden was against it.,8,2026-03-21 11:02:50,20260321_0943,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_dem
2015,1099,gpt-4o-2024-08-06,reply,@TomOwain @MTGrepp @elonmusk Better yet why has Biden and Harris not been convicted of murder for sending bombs to Israel to continue to destroy Gaza? Is that a crime? Thousands have died so who decides who gets convicted or not ?,15,2026-03-21 11:03:07,20260321_0943,2,The tweet contains emotion or exaggeration by accusing Biden and Harris of murder.,2,The tweet contains emotion or exaggeration by making extreme accusations against political figures.,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,"The tweet contains emotion or exaggeration, reducing trust in political figures.",2,"The tweet contains emotion or exaggeration, which can reduce social trust.",2,The tweet uses terms that increase distrust and distance by making serious accusations.,3,The tweet presents a biased evaluation of politicized facts with emotion and exaggeration.,extreme_dem
2019,1100,gpt-4o-2024-08-06,reply,@69MimiLisa I mean Biden did pick Kamala so that nobody would dare kill him...,12,2026-03-21 11:03:23,20260321_0943,2,"The tweet implies a negative sentiment towards Biden's decision, which can be seen as partisan animosity.",1,There is no support for undemocratic practices in the tweet.,2,"The tweet contains an exaggerated implication about violence, but does not explicitly support it.",1,There is no support for undemocratic candidates in the tweet.,1,There is no opposition to bipartisanship in the tweet.,1,There is no social distrust expressed in the tweet.,2,The tweet implies distrust and distance by suggesting a motive behind Biden's choice.,2,The tweet presents a biased evaluation of Biden's decision with an exaggerated implication.,extreme_dem
